product_a,product_b,times_bought_together
PROD0036,PROD0445,1
PROD0036,PROD0489,1
PROD0037,PROD0056,1
PROD0037,PROD0081,1
PROD0037,PROD0094,1
PROD0037,PROD0119,1
PROD0037,PROD0159,1
PROD0037,PROD0160,1
PROD0037,PROD0164,1
PROD0037,PROD0169,1
PROD0037,PROD0172,1
PROD0037,PROD0214,1
PROD0037,PROD0292,1
PROD0037,PROD0303,1
PROD0037,PROD0312,1
PROD0037,PROD0320,1
PROD0037,PROD0355,1
PROD0037,PROD0363,1
PROD0037,PROD0367,1
PROD0037,PROD0372,1
PROD0037,PROD0397,1
PROD0037,PROD0400,1
PROD0037,PROD0415,1
PROD0037,PROD0421,1
PROD0037,PROD0461,1
PROD0037,PROD0467,1
PROD0037,PROD0497,1
PROD0038,PROD0141,1
PROD0038,PROD0210,1
PROD0038,PROD0257,1
PROD0038,PROD0335,1
PROD0038,PROD0336,1
PROD0039,PROD0072,1
PROD0039,PROD0096,1
PROD0039,PROD0099,1
PROD0039,PROD0107,1
PROD0039,PROD0148,1
PROD0039,PROD0150,1
PROD0039,PROD0214,1
PROD0039,PROD0268,1
PROD0039,PROD0300,1
PROD0039,PROD0318,1
PROD0039,PROD0320,1
PROD0039,PROD0355,1
PROD0039,PROD0409,1
PROD0039,PROD0459,1
PROD0040,PROD0042,1
PROD0040,PROD0066,1
PROD0040,PROD0146,1
PROD0040,PROD0167,1
PROD0040,PROD0171,1
PROD0040,PROD0185,1
PROD0040,PROD0209,1
PROD0040,PROD0214,1
PROD0040,PROD0309,1
PROD0040,PROD0380,1
PROD0040,PROD0403,1
PROD0040,PROD0433,1
PROD0040,PROD0495,1
PROD0041,PROD0060,1
PROD0041,PROD0109,1
PROD0041,PROD0139,1
PROD0041,PROD0142,1
PROD0041,PROD0182,1
PROD0041,PROD0193,1
PROD0041,PROD0220,1
PROD0041,PROD0248,1
PROD0041,PROD0263,1
PROD0041,PROD0284,1
PROD0041,PROD0297,1
PROD0041,PROD0298,1
PROD0041,PROD0307,1
PROD0041,PROD0322,1
PROD0041,PROD0338,1
PROD0041,PROD0352,1
PROD0041,PROD0358,1
PROD0041,PROD0466,1
PROD0042,PROD0044,1
PROD0042,PROD0045,1
PROD0042,PROD0066,1
PROD0042,PROD0093,1
PROD0042,PROD0094,1
PROD0042,PROD0122,1
PROD0042,PROD0127,1
PROD0042,PROD0143,1
PROD0042,PROD0161,1
PROD0042,PROD0181,1
PROD0042,PROD0208,1
PROD0042,PROD0209,1
PROD0042,PROD0230,1
PROD0042,PROD0231,1
PROD0042,PROD0247,1
PROD0042,PROD0256,1
PROD0042,PROD0267,1
PROD0042,PROD0273,1
PROD0042,PROD0274,1
PROD0042,PROD0284,1
PROD0042,PROD0299,1
PROD0042,PROD0312,1
PROD0042,PROD0313,1
PROD0042,PROD0317,1
PROD0042,PROD0329,1
PROD0042,PROD0347,1
PROD0042,PROD0348,1
PROD0042,PROD0362,1
PROD0042,PROD0365,1
PROD0042,PROD0376,1
PROD0042,PROD0389,1
PROD0042,PROD0390,1
PROD0042,PROD0399,1
PROD0042,PROD0400,1
PROD0042,PROD0403,1
PROD0042,PROD0435,1
PROD0042,PROD0437,1
PROD0042,PROD0458,1
PROD0042,PROD0496,1
PROD0043,PROD0046,1
PROD0043,PROD0055,1
PROD0043,PROD0078,1
PROD0043,PROD0146,1
PROD0043,PROD0158,1
PROD0043,PROD0163,1
PROD0043,PROD0249,1
PROD0043,PROD0269,1
PROD0043,PROD0290,1
PROD0043,PROD0382,1
PROD0043,PROD0420,1
PROD0043,PROD0432,1
PROD0044,PROD0054,1
PROD0044,PROD0100,1
PROD0044,PROD0181,1
PROD0044,PROD0261,1
PROD0044,PROD0315,1
PROD0044,PROD0347,1
PROD0044,PROD0348,1
PROD0044,PROD0362,1
PROD0044,PROD0388,1
PROD0044,PROD0410,1
PROD0044,PROD0424,1
PROD0044,PROD0428,1
PROD0044,PROD0430,1
PROD0044,PROD0433,1
PROD0044,PROD0455,1
PROD0044,PROD0488,1
PROD0045,PROD0064,1
PROD0045,PROD0094,1
PROD0045,PROD0101,1
PROD0045,PROD0136,1
PROD0045,PROD0154,1
PROD0045,PROD0160,1
PROD0045,PROD0188,1
PROD0045,PROD0198,1
PROD0045,PROD0264,1
PROD0045,PROD0295,1
PROD0045,PROD0305,1
PROD0045,PROD0335,1
PROD0045,PROD0349,1
PROD0045,PROD0351,1
PROD0045,PROD0360,1
PROD0045,PROD0369,1
PROD0045,PROD0378,1
PROD0045,PROD0406,1
PROD0045,PROD0410,1
PROD0045,PROD0419,1
PROD0045,PROD0422,1
PROD0045,PROD0437,1
PROD0045,PROD0446,1
PROD0045,PROD0466,1
PROD0045,PROD0468,1
PROD0045,PROD0479,1
PROD0045,PROD0491,1
PROD0046,PROD0136,1
PROD0046,PROD0162,1
PROD0046,PROD0168,1
PROD0046,PROD0208,1
PROD0046,PROD0238,1
PROD0046,PROD0249,1
PROD0046,PROD0290,1
PROD0046,PROD0306,1
PROD0046,PROD0356,1
PROD0046,PROD0405,1
PROD0046,PROD0445,1
PROD0046,PROD0497,1
PROD0047,PROD0057,1
PROD0047,PROD0101,1
PROD0047,PROD0135,1
PROD0047,PROD0222,1
PROD0047,PROD0227,1
PROD0047,PROD0234,1
PROD0047,PROD0272,1
PROD0047,PROD0300,1
PROD0047,PROD0315,1
PROD0047,PROD0340,1
PROD0047,PROD0433,1
PROD0047,PROD0445,1
PROD0047,PROD0462,1
PROD0048,PROD0065,1
PROD0048,PROD0089,1
PROD0048,PROD0176,1
PROD0048,PROD0232,1
PROD0048,PROD0235,1
PROD0048,PROD0330,1
PROD0049,PROD0081,1
PROD0049,PROD0083,1
PROD0049,PROD0089,1
PROD0049,PROD0107,1
PROD0049,PROD0131,1
PROD0049,PROD0153,1
PROD0049,PROD0224,1
PROD0049,PROD0249,1
PROD0049,PROD0257,1
PROD0049,PROD0283,1
PROD0049,PROD0290,1
PROD0049,PROD0310,1
PROD0049,PROD0354,1
PROD0049,PROD0394,1
PROD0049,PROD0425,1
PROD0049,PROD0441,1
PROD0049,PROD0482,1
PROD0049,PROD0483,1
PROD0049,PROD0485,1
PROD0049,PROD0487,1
PROD0050,PROD0166,1
PROD0050,PROD0370,1
PROD0050,PROD0404,1
PROD0050,PROD0441,1
PROD0050,PROD0473,1
PROD0050,PROD0478,1
PROD0051,PROD0078,1
PROD0051,PROD0084,1
PROD0051,PROD0152,1
PROD0051,PROD0167,1
PROD0051,PROD0252,1
PROD0051,PROD0266,1
PROD0051,PROD0326,1
PROD0051,PROD0359,1
PROD0051,PROD0413,1
PROD0051,PROD0445,1
PROD0051,PROD0459,1
PROD0051,PROD0478,1
PROD0052,PROD0055,1
PROD0052,PROD0060,1
PROD0052,PROD0073,1
PROD0052,PROD0139,1
PROD0052,PROD0170,1
PROD0052,PROD0225,1
PROD0052,PROD0246,1
PROD0052,PROD0268,1
PROD0052,PROD0282,1
PROD0052,PROD0290,1
PROD0052,PROD0293,1
PROD0052,PROD0305,1
PROD0052,PROD0318,1
PROD0052,PROD0334,1
PROD0052,PROD0370,1
PROD0052,PROD0374,1
PROD0052,PROD0392,1
PROD0052,PROD0451,1
PROD0052,PROD0460,1
PROD0052,PROD0482,1
PROD0053,PROD0065,1
PROD0053,PROD0074,1
PROD0053,PROD0076,1
PROD0053,PROD0133,1
PROD0053,PROD0145,1
PROD0053,PROD0188,1
