customer_id,first_category,last_category
CUST0033,Home,Books
CUST0033,Home,Books
CUST0033,Home,Books
CUST0033,Home,Books
CUST0033,Home,Books
CUST0034,Electronics,Electronics
CUST0034,Electronics,Electronics
CUST0034,Electronics,Electronics
CUST0034,Electronics,Electronics
CUST0034,Electronics,Electronics
CUST0034,Electronics,Electronics
CUST0034,Electronics,Electronics
CUST0034,Electronics,Electronics
CUST0034,Electronics,Electronics
CUST0034,Electronics,Electronics
CUST0035,Clothing,Clothing
CUST0035,Clothing,Clothing
CUST0035,Clothing,Clothing
CUST0036,Clothing,Books
CUST0036,Clothing,Books
CUST0036,Clothing,Books
CUST0036,Clothing,Books
CUST0036,Clothing,Books
CUST0036,Clothing,Books
CUST0036,Clothing,Books
CUST0036,Clothing,Books
CUST0036,Clothing,Books
CUST0036,Clothing,Books
CUST0036,Clothing,Books
CUST0037,Home,Books
CUST0037,Home,Books
CUST0037,Home,Books
CUST0037,Home,Books
CUST0037,Home,Books
CUST0037,Home,Books
CUST0037,Home,Books
CUST0037,Home,Books
CUST0037,Home,Books
CUST0037,Home,Books
CUST0038,Home,Clothing
CUST0038,Home,Clothing
CUST0038,Home,Clothing
CUST0039,Home,Clothing
CUST0039,Home,Clothing
CUST0039,Home,Clothing
CUST0039,Home,Clothing
CUST0039,Home,Clothing
CUST0040,Clothing,Electronics
CUST0040,Clothing,Electronics
CUST0040,Clothing,Electronics
CUST0040,Clothing,Electronics
CUST0040,Clothing,Electronics
CUST0041,Books,Clothing
CUST0041,Books,Clothing
CUST0041,Books,Clothing
CUST0041,Books,Clothing
CUST0041,Books,Clothing
CUST0041,Books,Clothing
CUST0041,Books,Clothing
CUST0041,Books,Clothing
CUST0041,Books,Clothing
CUST0041,Books,Clothing
CUST0041,Books,Clothing
CUST0041,Books,Clothing
CUST0041,Books,Clothing
CUST0042,Electronics,Electronics
CUST0042,Electronics,Electronics
CUST0042,Electronics,Electronics
CUST0042,Electronics,Electronics
CUST0042,Electronics,Electronics
CUST0042,Electronics,Electronics
CUST0042,Electronics,Electronics
CUST0042,Electronics,Electronics
CUST0042,Electronics,Electronics
CUST0042,Electronics,Electronics
CUST0043,Home,Home
CUST0043,Home,Home
CUST0043,Home,Home
CUST0043,Home,Home
CUST0043,Home,Home
CUST0043,Home,Home
CUST0043,Home,Home
CUST0043,Home,Home
CUST0043,Home,Home
CUST0043,Home,Home
CUST0043,Home,Home
CUST0043,Home,Home
CUST0043,Home,Home
CUST0044,Books,Electronics
CUST0044,Books,Electronics
CUST0044,Books,Electronics
CUST0045,Home,Clothing
CUST0045,Home,Clothing
CUST0045,Home,Clothing
CUST0045,Home,Clothing
CUST0045,Home,Clothing
CUST0045,Home,Clothing
CUST0045,Home,Clothing
CUST0045,Home,Clothing
CUST0045,Home,Clothing
CUST0047,Clothing,Home
CUST0047,Clothing,Home
CUST0047,Clothing,Home
CUST0047,Clothing,Home
CUST0047,Clothing,Home
CUST0047,Clothing,Home
CUST0049,Books,Books
CUST0049,Books,Books
CUST0049,Books,Books
CUST0049,Books,Books
CUST0050,Books,Home
CUST0050,Books,Home
CUST0050,Books,Home
CUST0050,Books,Home
CUST0050,Books,Home
CUST0050,Books,Home
CUST0050,Books,Home
CUST0050,Books,Home
CUST0051,Electronics,Electronics
CUST0051,Electronics,Electronics
CUST0051,Electronics,Electronics
CUST0051,Electronics,Electronics
CUST0051,Electronics,Electronics
CUST0051,Electronics,Electronics
CUST0051,Electronics,Electronics
CUST0052,Home,Home
CUST0053,Electronics,Electronics
CUST0053,Electronics,Electronics
CUST0054,Clothing,Clothing
CUST0055,Electronics,Books
CUST0055,Electronics,Books
CUST0055,Electronics,Books
CUST0056,Home,Electronics
CUST0056,Home,Electronics
CUST0056,Home,Electronics
CUST0056,Home,Electronics
CUST0056,Home,Electronics
CUST0056,Home,Electronics
CUST0056,Home,Electronics
CUST0056,Home,Electronics
CUST0056,Home,Electronics
CUST0057,Electronics,Books
CUST0057,Electronics,Books
CUST0057,Electronics,Books
CUST0057,Electronics,Books
CUST0057,Electronics,Books
CUST0057,Electronics,Books
CUST0058,Books,Books
CUST0058,Books,Books
CUST0058,Books,Books
CUST0058,Books,Books
CUST0058,Books,Books
CUST0059,Home,Books
CUST0059,Home,Books
CUST0059,Home,Books
CUST0059,Home,Books
CUST0059,Home,Books
CUST0059,Home,Books
CUST0059,Home,Books
CUST0059,Home,Books
CUST0059,Home,Books
CUST0059,Home,Books
CUST0059,Home,Books
CUST0059,Home,Books
CUST0059,Home,Books
CUST0060,Electronics,Home
CUST0060,Electronics,Home
CUST0060,Electronics,Home
CUST0060,Electronics,Home
CUST0060,Electronics,Home
CUST0060,Electronics,Home
CUST0060,Electronics,Home
CUST0060,Electronics,Home
CUST0061,Clothing,Books
CUST0061,Clothing,Books
CUST0061,Clothing,Books
CUST0061,Clothing,Books
CUST0061,Clothing,Books
CUST0061,Clothing,Books
CUST0061,Clothing,Books
CUST0061,Clothing,Books
CUST0061,Clothing,Books
CUST0061,Clothing,Books
CUST0061,Clothing,Books
CUST0062,Home,Clothing
CUST0062,Home,Clothing
CUST0062,Home,Clothing
CUST0062,Home,Clothing
CUST0062,Home,Clothing
CUST0062,Home,Clothing
CUST0063,Books,Clothing
CUST0063,Books,Clothing
CUST0063,Books,Clothing
CUST0063,Books,Clothing
CUST0063,Books,Clothing
CUST0064,Home,Electronics
CUST0064,Home,Electronics
CUST0064,Home,Electronics
CUST0064,Home,Electronics
CUST0064,Home,Electronics
CUST0064,Home,Electronics
CUST0066,Home,Clothing
CUST0066,Home,Clothing
CUST0068,Home,Electronics
CUST0068,Home,Electronics
CUST0069,Electronics,Clothing
CUST0069,Electronics,Clothing
CUST0069,Electronics,Clothing
CUST0069,Electronics,Clothing
CUST0069,Electronics,Clothing
CUST0070,Electronics,Home
CUST0070,Electronics,Home
CUST0070,Electronics,Home
CUST0070,Electronics,Home
CUST0070,Electronics,Home
CUST0070,Electronics,Home
CUST0070,Electronics,Home
CUST0071,Clothing,Books
CUST0071,Clothing,Books
CUST0071,Clothing,Books
CUST0071,Clothing,Books
CUST0072,Electronics,Electronics
CUST0072,Electronics,Electronics
CUST0073,Clothing,Home
CUST0073,Clothing,Home
CUST0073,Clothing,Home
CUST0073,Clothing,Home
CUST0073,Clothing,Home
CUST0073,Clothing,Home
CUST0073,Clothing,Home
CUST0074,Clothing,Books
CUST0074,Clothing,Books
CUST0074,Clothing,Books
CUST0074,Clothing,Books
CUST0074,Clothing,Books
CUST0075,Books,Clothing
CUST0075,Books,Clothing
CUST0075,Books,Clothing
CUST0076,Electronics,Clothing
CUST0076,Electronics,Clothing
CUST0076,Electronics,Clothing
CUST0076,Electronics,Clothing
CUST0076,Electronics,Clothing
CUST0077,Clothing,Clothing
CUST0077,Clothing,Clothing
CUST0077,Clothing,Clothing
CUST0078,Clothing,Electronics
CUST0078,Clothing,Electronics
CUST0078,Clothing,Electronics
CUST0078,Clothing,Electronics
CUST0078,Clothing,Electronics
CUST0078,Clothing,Electronics
CUST0079,Home,Home
CUST0079,Home,Home
CUST0079,Home,Home
CUST0079,Home,Home
CUST0079,Home,Home
CUST0079,Home,Home
CUST0079,Home,Home
CUST0079,Home,Home
CUST0079,Home,Home
CUST0079,Home,Home
CUST0079,Home,Home
CUST0079,Home,Home
CUST0079,Home,Home
CUST0079,Home,Home
CUST0080,Clothing,Books
CUST0080,Clothing,Books
CUST0080,Clothing,Books
CUST0080,Clothing,Books
CUST0080,Clothing,Books
CUST0080,Clothing,Books
CUST0080,Clothing,Books
CUST0080,Clothing,Books
CUST0081,Clothing,Clothing
CUST0082,Electronics,Books
CUST0082,Electronics,Books
CUST0082,Electronics,Books
CUST0083,Books,Clothing
CUST0083,Books,Clothing
CUST0083,Books,Clothing
CUST0083,Books,Clothing
CUST0083,Books,Clothing
CUST0085,Home,Books
CUST0085,Home,Books
CUST0086,Electronics,Clothing
CUST0086,Electronics,Clothing
CUST0086,Electronics,Clothing
CUST0086,Electronics,Clothing
CUST0086,Electronics,Clothing
CUST0086,Electronics,Clothing
CUST0086,Electronics,Clothing
CUST0086,Electronics,Clothing
CUST0086,Electronics,Clothing
CUST0086,Electronics,Clothing
CUST0086,Electronics,Clothing
CUST0087,Clothing,Clothing
CUST0088,Electronics,Clothing
CUST0088,Electronics,Clothing
CUST0088,Electronics,Clothing
CUST0088,Electronics,Clothing
CUST0088,Electronics,Clothing
CUST0088,Electronics,Clothing
CUST0089,Electronics,Electronics
CUST0089,Electronics,Electronics
CUST0089,Electronics,Electronics
CUST0090,Clothing,Clothing
CUST0090,Clothing,Clothing
CUST0090,Clothing,Clothing
CUST0090,Clothing,Clothing
CUST0090,Clothing,Clothing
CUST0090,Clothing,Clothing
CUST0090,Clothing,Clothing
CUST0090,Clothing,Clothing
CUST0090,Clothing,Clothing
CUST0091,Clothing,Books
CUST0091,Clothing,Books
CUST0091,Clothing,Books
CUST0093,Home,Books
CUST0093,Home,Books
CUST0093,Home,Books
CUST0093,Home,Books
CUST0093,Home,Books
CUST0093,Home,Books
CUST0093,Home,Books
CUST0093,Home,Books
CUST0093,Home,Books
CUST0094,Home,Electronics
CUST0094,Home,Electronics
CUST0095,Home,Home
CUST0096,Home,Electronics
CUST0096,Home,Electronics
CUST0096,Home,Electronics
CUST0096,Home,Electronics
CUST0096,Home,Electronics
CUST0096,Home,Electronics
CUST0096,Home,Electronics
CUST0096,Home,Electronics
CUST0096,Home,Electronics
CUST0096,Home,Electronics
CUST0096,Home,Electronics
CUST0096,Home,Electronics
CUST0096,Home,Electronics
CUST0098,Electronics,Electronics
CUST0099,Electronics,Clothing
CUST0099,Electronics,Clothing
CUST0099,Electronics,Clothing
CUST0099,Electronics,Clothing
CUST0099,Electronics,Clothing
CUST0099,Electronics,Clothing
CUST0099,Electronics,Clothing
CUST0099,Electronics,Clothing
CUST0099,Electronics,Clothing
CUST0099,Electronics,Clothing
CUST0101,Books,Home
CUST0101,Books,Home
CUST0101,Books,Home
CUST0101,Books,Home
CUST0101,Books,Home
CUST0101,Books,Home
CUST0101,Books,Home
CUST0101,Books,Home
CUST0101,Books,Home
CUST0101,Books,Home
CUST0101,Books,Home
CUST0101,Books,Home
CUST0101,Books,Home
CUST0101,Books,Home
CUST0101,Books,Home
CUST0101,Books,Home
CUST0102,Clothing,Clothing
CUST0102,Clothing,Clothing
CUST0102,Clothing,Clothing
CUST0102,Clothing,Clothing
CUST0102,Clothing,Clothing
CUST0102,Clothing,Clothing
CUST0102,Clothing,Clothing
CUST0102,Clothing,Clothing
CUST0102,Clothing,Clothing
CUST0102,Clothing,Clothing
CUST0102,Clothing,Clothing
CUST0103,Home,Books
CUST0103,Home,Books
CUST0103,Home,Books
CUST0103,Home,Books
CUST0103,Home,Books
CUST0103,Home,Books
CUST0103,Home,Books
CUST0103,Home,Books
CUST0104,Home,Home
CUST0104,Home,Home
CUST0104,Home,Home
CUST0104,Home,Home
CUST0104,Home,Home
CUST0104,Home,Home
CUST0104,Home,Home
CUST0104,Home,Home
CUST0104,Home,Home
CUST0104,Home,Home
CUST0104,Home,Home
CUST0104,Home,Home
CUST0104,Home,Home
CUST0104,Home,Home
CUST0104,Home,Home
CUST0105,Books,Electronics
CUST0105,Books,Electronics
CUST0105,Books,Electronics
CUST0105,Books,Electronics
CUST0105,Books,Electronics
CUST0105,Books,Electronics
CUST0106,Home,Home
CUST0106,Home,Home
CUST0106,Home,Home
CUST0106,Home,Home
CUST0106,Home,Home
CUST0106,Home,Home
CUST0108,Clothing,Electronics
CUST0108,Clothing,Electronics
CUST0108,Clothing,Electronics
CUST0109,Home,Clothing
CUST0109,Home,Clothing
CUST0109,Home,Clothing
CUST0109,Home,Clothing
CUST0109,Home,Clothing
CUST0109,Home,Clothing
CUST0109,Home,Clothing
CUST0109,Home,Clothing
CUST0110,Books,Clothing
CUST0110,Books,Clothing
CUST0110,Books,Clothing
CUST0110,Books,Clothing
CUST0110,Books,Clothing
CUST0110,Books,Clothing
CUST0110,Books,Clothing
CUST0111,Books,Clothing
CUST0111,Books,Clothing
CUST0111,Books,Clothing
CUST0114,Home,Electronics
CUST0114,Home,Electronics
CUST0114,Home,Electronics
CUST0114,Home,Electronics
CUST0114,Home,Electronics
CUST0114,Home,Electronics
CUST0114,Home,Electronics
CUST0114,Home,Electronics
CUST0114,Home,Electronics
CUST0114,Home,Electronics
CUST0114,Home,Electronics
CUST0115,Home,Electronics
CUST0115,Home,Electronics
CUST0115,Home,Electronics
CUST0115,Home,Electronics
CUST0115,Home,Electronics
CUST0116,Electronics,Clothing
CUST0116,Electronics,Clothing
CUST0116,Electronics,Clothing
CUST0116,Electronics,Clothing
CUST0116,Electronics,Clothing
CUST0116,Electronics,Clothing
CUST0116,Electronics,Clothing
CUST0116,Electronics,Clothing
CUST0116,Electronics,Clothing
CUST0117,Home,Clothing
CUST0117,Home,Clothing
CUST0117,Home,Clothing
CUST0117,Home,Clothing
CUST0117,Home,Clothing
CUST0117,Home,Clothing
CUST0117,Home,Clothing
CUST0117,Home,Clothing
CUST0118,Home,Books
CUST0118,Home,Books
CUST0118,Home,Books
CUST0118,Home,Books
CUST0118,Home,Books
CUST0118,Home,Books
CUST0118,Home,Books
CUST0118,Home,Books
CUST0118,Home,Books
CUST0118,Home,Books
CUST0118,Home,Books
CUST0118,Home,Books
CUST0118,Home,Books
CUST0118,Home,Books
CUST0119,Home,Home
CUST0119,Home,Home
CUST0119,Home,Home
CUST0119,Home,Home
CUST0119,Home,Home
CUST0119,Home,Home
CUST0119,Home,Home
CUST0119,Home,Home
CUST0119,Home,Home
CUST0119,Home,Home
CUST0119,Home,Home
CUST0119,Home,Home
CUST0119,Home,Home
CUST0119,Home,Home
CUST0119,Home,Home
CUST0119,Home,Home
CUST0119,Home,Home
CUST0119,Home,Home
CUST0119,Home,Home
CUST0119,Home,Home
CUST0122,Electronics,Books
CUST0122,Electronics,Books
CUST0122,Electronics,Books
CUST0122,Electronics,Books
CUST0122,Electronics,Books
CUST0122,Electronics,Books
CUST0122,Electronics,Books
CUST0122,Electronics,Books
CUST0122,Electronics,Books
CUST0122,Electronics,Books
CUST0122,Electronics,Books
CUST0122,Electronics,Books
CUST0124,Books,Books
CUST0124,Books,Books
CUST0124,Books,Books
CUST0124,Books,Books
CUST0126,Electronics,Electronics
CUST0126,Electronics,Electronics
CUST0126,Electronics,Electronics
CUST0126,Electronics,Electronics
CUST0126,Electronics,Electronics
CUST0126,Electronics,Electronics
CUST0126,Electronics,Electronics
CUST0126,Electronics,Electronics
CUST0126,Electronics,Electronics
CUST0126,Electronics,Electronics
CUST0126,Electronics,Electronics
CUST0126,Electronics,Electronics
CUST0126,Electronics,Electronics
CUST0127,Electronics,Home
CUST0127,Electronics,Home
CUST0127,Electronics,Home
CUST0128,Clothing,Home
CUST0128,Clothing,Home
CUST0128,Clothing,Home
CUST0128,Clothing,Home
CUST0128,Clothing,Home
CUST0130,Clothing,Books
CUST0130,Clothing,Books
CUST0130,Clothing,Books
CUST0132,Electronics,Electronics
CUST0133,Clothing,Electronics
CUST0133,Clothing,Electronics
CUST0133,Clothing,Electronics
CUST0133,Clothing,Electronics
CUST0133,Clothing,Electronics
CUST0133,Clothing,Electronics
CUST0133,Clothing,Electronics
CUST0133,Clothing,Electronics
CUST0133,Clothing,Electronics
CUST0133,Clothing,Electronics
CUST0134,Home,Clothing
CUST0134,Home,Clothing
CUST0134,Home,Clothing
CUST0135,Clothing,Clothing
CUST0135,Clothing,Clothing
CUST0136,Electronics,Clothing
CUST0136,Electronics,Clothing
CUST0136,Electronics,Clothing
CUST0136,Electronics,Clothing
CUST0136,Electronics,Clothing
CUST0136,Electronics,Clothing
CUST0136,Electronics,Clothing
CUST0137,Books,Books
CUST0137,Books,Books
CUST0137,Books,Books
CUST0137,Books,Books
CUST0137,Books,Books
CUST0137,Books,Books
CUST0138,Home,Books
CUST0138,Home,Books
CUST0138,Home,Books
CUST0139,Books,Books
CUST0139,Books,Books
CUST0140,Electronics,Clothing
CUST0140,Electronics,Clothing
CUST0140,Electronics,Clothing
CUST0140,Electronics,Clothing
CUST0140,Electronics,Clothing
CUST0140,Electronics,Clothing
CUST0140,Electronics,Clothing
CUST0142,Books,Clothing
CUST0142,Books,Clothing
CUST0142,Books,Clothing
CUST0142,Books,Clothing
CUST0142,Books,Clothing
CUST0142,Books,Clothing
CUST0142,Books,Clothing
CUST0142,Books,Clothing
CUST0143,Books,Home
CUST0143,Books,Home
CUST0143,Books,Home
CUST0143,Books,Home
CUST0143,Books,Home
CUST0143,Books,Home
CUST0143,Books,Home
CUST0143,Books,Home
CUST0143,Books,Home
CUST0143,Books,Home
CUST0143,Books,Home
CUST0143,Books,Home
CUST0143,Books,Home
CUST0143,Books,Home
CUST0143,Books,Home
CUST0143,Books,Home
CUST0143,Books,Home
CUST0143,Books,Home
CUST0143,Books,Home
CUST0143,Books,Home
CUST0144,Electronics,Clothing
CUST0144,Electronics,Clothing
CUST0144,Electronics,Clothing
CUST0144,Electronics,Clothing
CUST0144,Electronics,Clothing
CUST0144,Electronics,Clothing
CUST0144,Electronics,Clothing
CUST0144,Electronics,Clothing
CUST0144,Electronics,Clothing
CUST0145,Electronics,Books
CUST0145,Electronics,Books
CUST0146,Home,Home
CUST0146,Home,Home
CUST0146,Home,Home
CUST0146,Home,Home
CUST0147,Clothing,Electronics
CUST0147,Clothing,Electronics
CUST0147,Clothing,Electronics
CUST0147,Clothing,Electronics
CUST0147,Clothing,Electronics
CUST0147,Clothing,Electronics
CUST0148,Books,Clothing
CUST0148,Books,Clothing
CUST0148,Books,Clothing
CUST0148,Books,Clothing
CUST0148,Books,Clothing
CUST0149,Electronics,Clothing
CUST0149,Electronics,Clothing
CUST0149,Electronics,Clothing
CUST0149,Electronics,Clothing
CUST0149,Electronics,Clothing
CUST0149,Electronics,Clothing
CUST0149,Electronics,Clothing
CUST0149,Electronics,Clothing
CUST0150,Electronics,Home
CUST0150,Electronics,Home
CUST0151,Home,Electronics
CUST0151,Home,Electronics
CUST0151,Home,Electronics
CUST0151,Home,Electronics
CUST0151,Home,Electronics
CUST0151,Home,Electronics
CUST0151,Home,Electronics
CUST0151,Home,Electronics
CUST0151,Home,Electronics
CUST0151,Home,Electronics
CUST0151,Home,Electronics
CUST0151,Home,Electronics
CUST0151,Home,Electronics
CUST0151,Home,Electronics
CUST0153,Home,Electronics
CUST0153,Home,Electronics
CUST0153,Home,Electronics
CUST0153,Home,Electronics
CUST0153,Home,Electronics
CUST0154,Electronics,Home
CUST0154,Electronics,Home
CUST0154,Electronics,Home
CUST0154,Electronics,Home
CUST0154,Electronics,Home
CUST0154,Electronics,Home
CUST0154,Electronics,Home
CUST0154,Electronics,Home
CUST0154,Electronics,Home
CUST0155,Books,Home
CUST0155,Books,Home
CUST0155,Books,Home
CUST0155,Books,Home
CUST0156,Electronics,Electronics
CUST0156,Electronics,Electronics
CUST0156,Electronics,Electronics
CUST0156,Electronics,Electronics
CUST0156,Electronics,Electronics
CUST0156,Electronics,Electronics
CUST0157,Clothing,Electronics
CUST0157,Clothing,Electronics
CUST0157,Clothing,Electronics
CUST0157,Clothing,Electronics
CUST0157,Clothing,Electronics
CUST0157,Clothing,Electronics
CUST0158,Clothing,Clothing
CUST0159,Books,Electronics
CUST0159,Books,Electronics
CUST0159,Books,Electronics
CUST0159,Books,Electronics
CUST0160,Books,Electronics
CUST0160,Books,Electronics
CUST0160,Books,Electronics
CUST0160,Books,Electronics
CUST0161,Books,Home
CUST0161,Books,Home
CUST0161,Books,Home
CUST0161,Books,Home
CUST0161,Books,Home
CUST0161,Books,Home
CUST0161,Books,Home
CUST0161,Books,Home
CUST0161,Books,Home
CUST0161,Books,Home
CUST0161,Books,Home
CUST0161,Books,Home
CUST0161,Books,Home
CUST0161,Books,Home
CUST0161,Books,Home
CUST0161,Books,Home
CUST0161,Books,Home
CUST0161,Books,Home
CUST0161,Books,Home
CUST0161,Books,Home
CUST0161,Books,Home
CUST0161,Books,Home
CUST0163,Electronics,Clothing
CUST0163,Electronics,Clothing
CUST0163,Electronics,Clothing
CUST0163,Electronics,Clothing
CUST0163,Electronics,Clothing
CUST0163,Electronics,Clothing
CUST0163,Electronics,Clothing
CUST0163,Electronics,Clothing
CUST0163,Electronics,Clothing
CUST0163,Electronics,Clothing
CUST0163,Electronics,Clothing
CUST0165,Electronics,Home
CUST0165,Electronics,Home
CUST0165,Electronics,Home
CUST0165,Electronics,Home
CUST0165,Electronics,Home
CUST0165,Electronics,Home
CUST0165,Electronics,Home
CUST0165,Electronics,Home
CUST0165,Electronics,Home
CUST0167,Home,Home
CUST0167,Home,Home
CUST0167,Home,Home
CUST0167,Home,Home
CUST0168,Electronics,Home
CUST0168,Electronics,Home
CUST0168,Electronics,Home
CUST0168,Electronics,Home
CUST0168,Electronics,Home
CUST0168,Electronics,Home
CUST0168,Electronics,Home
CUST0168,Electronics,Home
CUST0168,Electronics,Home
CUST0168,Electronics,Home
CUST0168,Electronics,Home
CUST0168,Electronics,Home
CUST0169,Electronics,Books
CUST0169,Electronics,Books
CUST0169,Electronics,Books
CUST0169,Electronics,Books
CUST0169,Electronics,Books
CUST0169,Electronics,Books
CUST0169,Electronics,Books
CUST0169,Electronics,Books
CUST0169,Electronics,Books
CUST0169,Electronics,Books
CUST0169,Electronics,Books
CUST0170,Electronics,Books
CUST0170,Electronics,Books
CUST0170,Electronics,Books
CUST0170,Electronics,Books
CUST0170,Electronics,Books
CUST0172,Books,Books
CUST0172,Books,Books
CUST0172,Books,Books
CUST0172,Books,Books
CUST0172,Books,Books
CUST0172,Books,Books
CUST0172,Books,Books
CUST0172,Books,Books
