customer_id,total_value,quartile,quartile_label
CUST0197,304044.47,2,Gold
CUST0033,303990.82,2,Gold
CUST0220,303684.79,2,Gold
CUST0396,300538.36,2,Gold
CUST0022,297197.03,2,Gold
CUST0215,296662.56,2,Gold
CUST0224,294640.57,2,Gold
CUST0300,293025.7,2,Gold
CUST0377,292255.08,2,Gold
CUST0155,290948.5,2,Gold
CUST0313,290262.08,2,Gold
CUST0374,283994.16,2,Gold
CUST0008,282979.63,2,Gold
CUST0208,282649.11,2,Gold
CUST0117,282348.5,2,Gold
CUST0199,282273.67,2,Gold
CUST0328,281690.07,2,Gold
CUST0070,273527.24,2,Gold
CUST0454,272083.08,2,Gold
CUST0179,270450.12,2,Gold
CUST0063,269983.11,2,Gold
CUST0079,268164.35,2,Gold
CUST0418,267793.77,2,Gold
CUST0405,265422.63,2,Gold
CUST0034,262940.85,2,Gold
CUST0133,261065.93,2,Gold
CUST0497,260479.22,2,Gold
CUST0106,260422.85,2,Gold
CUST0027,259366.82,2,Gold
CUST0025,258253.35,2,Gold
CUST0037,257464.43,2,Gold
CUST0196,255140.5,2,Gold
CUST0480,254915.66,2,Gold
CUST0177,253860.99,2,Gold
CUST0157,251350.58,2,Gold
CUST0262,251168.08,2,Gold
CUST0327,251055.16,2,Gold
CUST0174,250495.97,2,Gold
CUST0392,250178.25,2,Gold
CUST0422,250167.65,2,Gold
CUST0314,246917.24,2,Gold
CUST0252,246893.26,2,Gold
CUST0217,245169.67,2,Gold
CUST0312,244416.82,2,Gold
CUST0387,244252.2,2,Gold
CUST0247,244190.72,2,Gold
CUST0206,240674.46,2,Gold
CUST0355,240372.38,2,Gold
CUST0427,236724.33,2,Gold
CUST0438,236476.57,2,Gold
CUST0049,234890.76,2,Gold
CUST0260,231980.25,2,Gold
CUST0216,231652.92,2,Gold
CUST0045,229465.32,2,Gold
CUST0058,229258.44,2,Gold
CUST0142,228873.87,2,Gold
CUST0062,227562.51,2,Gold
CUST0490,226059.21,2,Gold
CUST0127,225338.09,2,Gold
CUST0444,223659.35,2,Gold
CUST0039,223002.78,2,Gold
CUST0279,220143.24,2,Gold
CUST0317,220051.0,2,Gold
CUST0450,219743.46,2,Gold
CUST0474,218022.83,2,Gold
CUST0249,215659.13,2,Gold
CUST0395,213908.21,2,Gold
CUST0222,213665.84,2,Gold
CUST0269,213272.51,2,Gold
CUST0479,212172.7,2,Gold
CUST0326,211523.79,2,Gold
CUST0136,209361.98,2,Gold
CUST0294,207916.43,2,Gold
CUST0367,207239.42,2,Gold
CUST0156,207071.61,2,Gold
CUST0288,205990.26,2,Gold
CUST0200,204816.83,2,Gold
CUST0149,203460.73,2,Gold
CUST0021,203259.1,2,Gold
CUST0103,201994.09,2,Gold
CUST0489,201584.11,2,Gold
CUST0296,200669.89,2,Gold
CUST0498,198650.16,2,Gold
CUST0030,198481.99,3,Silver
CUST0205,197149.02,3,Silver
CUST0331,197145.33,3,Silver
CUST0351,196035.98,3,Silver
CUST0426,195712.97,3,Silver
CUST0088,195337.27,3,Silver
CUST0040,195067.17,3,Silver
CUST0356,191416.0,3,Silver
CUST0460,191254.13,3,Silver
CUST0473,190939.32,3,Silver
CUST0241,190936.73,3,Silver
CUST0372,190635.83,3,Silver
CUST0414,190623.65,3,Silver
CUST0359,190436.32,3,Silver
CUST0165,190275.18,3,Silver
CUST0303,189427.24,3,Silver
CUST0350,188531.74,3,Silver
CUST0036,188420.45,3,Silver
CUST0003,185803.71,3,Silver
CUST0379,185533.3,3,Silver
CUST0443,185360.01,3,Silver
CUST0339,184851.44,3,Silver
CUST0204,183409.93,3,Silver
CUST0492,182335.07,3,Silver
CUST0282,179499.75,3,Silver
CUST0467,179158.84,3,Silver
CUST0023,177350.66,3,Silver
CUST0029,176268.07,3,Silver
CUST0340,175493.57,3,Silver
CUST0456,174734.66,3,Silver
CUST0110,174391.8,3,Silver
CUST0352,174041.74,3,Silver
CUST0311,173544.67,3,Silver
CUST0457,171167.15,3,Silver
CUST0274,170949.25,3,Silver
CUST0394,169025.26,3,Silver
CUST0259,168858.28,3,Silver
CUST0493,168181.63,3,Silver
CUST0337,167828.76,3,Silver
CUST0421,167532.06,3,Silver
CUST0245,166304.06,3,Silver
CUST0330,165168.48,3,Silver
CUST0415,162868.99,3,Silver
CUST0447,161000.68,3,Silver
CUST0083,159659.81,3,Silver
CUST0128,158762.27,3,Silver
CUST0256,158743.16,3,Silver
CUST0232,157608.23,3,Silver
CUST0153,155802.12,3,Silver
CUST0257,154398.67,3,Silver
CUST0019,153462.7,3,Silver
CUST0301,153158.76,3,Silver
CUST0071,152395.44,3,Silver
CUST0001,151935.38,3,Silver
CUST0482,150025.01,3,Silver
CUST0089,149838.73,3,Silver
CUST0452,149801.85,3,Silver
CUST0250,149726.17,3,Silver
CUST0073,149030.0,3,Silver
CUST0251,147098.56,3,Silver
CUST0365,146954.18,3,Silver
CUST0017,145721.36,3,Silver
CUST0077,145007.45,3,Silver
CUST0315,144686.93,3,Silver
CUST0148,144231.15,3,Silver
CUST0186,144166.0,3,Silver
CUST0227,142959.48,3,Silver
CUST0160,142735.24,3,Silver
CUST0343,142263.23,3,Silver
CUST0342,142033.07,3,Silver
CUST0192,140503.66,3,Silver
CUST0334,138193.95,3,Silver
CUST0445,136869.88,3,Silver
CUST0255,136579.79,3,Silver
CUST0235,135258.42,3,Silver
CUST0223,134203.42,3,Silver
CUST0028,133260.16,3,Silver
CUST0397,130856.81,3,Silver
CUST0494,128764.41,3,Silver
CUST0233,127281.29,3,Silver
CUST0074,127136.57,3,Silver
CUST0433,123943.74,3,Silver
CUST0346,122231.32,3,Silver
CUST0137,121361.72,3,Silver
CUST0371,121021.62,3,Silver
CUST0094,118402.04,3,Silver
CUST0002,117980.86,3,Silver
CUST0020,117464.53,3,Silver
CUST0108,117238.8,3,Silver
CUST0316,117165.8,3,Silver
CUST0180,117006.7,3,Silver
CUST0468,114865.41,3,Silver
CUST0271,114657.87,3,Silver
CUST0409,113150.39,3,Silver
CUST0109,111854.79,3,Silver
CUST0051,110332.47,3,Silver
CUST0411,110257.73,3,Silver
CUST0440,109548.57,3,Silver
CUST0167,109189.63,3,Silver
CUST0309,108126.71,3,Silver
CUST0150,107051.65,3,Silver
CUST0140,103575.67,3,Silver
CUST0431,102528.81,3,Silver
CUST0082,101367.36,3,Silver
CUST0333,99186.66,4,Bronze
CUST0338,99053.74,4,Bronze
CUST0273,95452.71,4,Bronze
CUST0139,95340.05,4,Bronze
CUST0384,94594.73,4,Bronze
CUST0075,94370.23,4,Bronze
CUST0390,93246.15,4,Bronze
CUST0500,93136.02,4,Bronze
CUST0053,92405.47,4,Bronze
CUST0298,91270.6,4,Bronze
CUST0072,91116.9,4,Bronze
CUST0221,90968.05,4,Bronze
CUST0423,89781.09,4,Bronze
CUST0380,89683.7,4,Bronze
CUST0368,88985.72,4,Bronze
CUST0320,88577.13,4,Bronze
CUST0441,87671.73,4,Bronze
CUST0191,86049.48,4,Bronze
CUST0198,85022.37,4,Bronze
CUST0229,84521.77,4,Bronze
CUST0488,84360.62,4,Bronze
CUST0323,84185.54,4,Bronze
CUST0190,83921.61,4,Bronze
CUST0381,83290.51,4,Bronze
CUST0231,82662.21,4,Bronze
CUST0349,81745.43,4,Bronze
CUST0178,81648.16,4,Bronze
CUST0243,81087.59,4,Bronze
CUST0455,80118.85,4,Bronze
CUST0111,77399.3,4,Bronze
CUST0182,77359.19,4,Bronze
CUST0439,76754.18,4,Bronze
CUST0437,75878.92,4,Bronze
CUST0244,73334.37,4,Bronze
CUST0044,73046.18,4,Bronze
CUST0299,69077.7,4,Bronze
CUST0047,67930.26,4,Bronze
CUST0458,67902.56,4,Bronze
CUST0146,67007.83,4,Bronze
CUST0248,63186.06,4,Bronze
CUST0135,62937.0,4,Bronze
CUST0069,61613.66,4,Bronze
CUST0404,59776.26,4,Bronze
CUST0184,59533.64,4,Bronze
CUST0281,56841.25,4,Bronze
CUST0362,53597.27,4,Bronze
CUST0038,53565.99,4,Bronze
CUST0226,53018.82,4,Bronze
CUST0280,53017.68,4,Bronze
CUST0403,50573.47,4,Bronze
CUST0068,50471.91,4,Bronze
CUST0076,49912.08,4,Bronze
CUST0275,48130.31,4,Bronze
CUST0013,44645.68,4,Bronze
CUST0459,43912.86,4,Bronze
CUST0393,40667.94,4,Bronze
CUST0402,40615.11,4,Bronze
CUST0234,39615.56,4,Bronze
CUST0115,37755.84,4,Bronze
CUST0055,37428.21,4,Bronze
CUST0105,37068.03,4,Bronze
CUST0291,33886.06,4,Bronze
CUST0175,33367.13,4,Bronze
CUST0138,32760.23,4,Bronze
CUST0016,32606.21,4,Bronze
CUST0462,31435.33,4,Bronze
CUST0132,29508.36,4,Bronze
CUST0442,29506.33,4,Bronze
CUST0285,28877.78,4,Bronze
CUST0066,27491.58,4,Bronze
CUST0203,25218.18,4,Bronze
CUST0207,24614.27,4,Bronze
CUST0134,23816.66,4,Bronze
CUST0336,22828.32,4,Bronze
CUST0348,21838.24,4,Bronze
CUST0466,20818.03,4,Bronze
CUST0087,20604.86,4,Bronze
CUST0213,20050.85,4,Bronze
CUST0425,19739.94,4,Bronze
CUST0085,19645.24,4,Bronze
CUST0054,19517.41,4,Bronze
CUST0471,18416.65,4,Bronze
CUST0302,17840.21,4,Bronze
CUST0098,17415.06,4,Bronze
CUST0366,15808.94,4,Bronze
CUST0389,13162.26,4,Bronze
CUST0189,12659.47,4,Bronze
CUST0095,11545.44,4,Bronze
CUST0295,11405.15,4,Bronze
CUST0130,10705.2,4,Bronze
CUST0035,10293.31,4,Bronze
CUST0158,10133.66,4,Bronze
CUST0305,9771.81,4,Bronze
CUST0357,9430.23,4,Bronze
CUST0436,8744.35,4,Bronze
CUST0188,7114.38,4,Bronze
CUST0236,4998.1,4,Bronze
CUST0212,4276.42,4,Bronze
CUST0398,2356.74,4,Bronze
CUST0091,70.96,4,Bronze
CUST0081,0.0,4,Bronze
CUST0052,-744.2,4,Bronze
CUST0218,-2711.35,4,Bronze
CUST0145,-9134.91,4,Bronze
