product_id,product_name,category,subcategory,cost_price
PROD0037,Monitor Itaque,Books,Education,3007.08
PROD0038,Mixer Cupiditate,Books,Biography,23197.32
PROD0039,Headphones Harum,Home,Kitchen,45121.78
PROD0040,Table Totam,Home,Decor,23977.29
PROD0041,Headphones Ad,Home,Furniture,18424.99
PROD0042,Watch Quos,Books,Education,42451.77
PROD0043,Phone Nemo,Home,Appliances,3843.87
PROD0044,Book Rerum,Clothing,Jacket,13558.17
PROD0045,Shirt Vitae,Books,Education,10717.34
PROD0046,Book Illum,Electronics,TV,7029.67
PROD0047,Bottle Veniam,Books,Education,24117.6
PROD0048,Laptop Quisquam,Clothing,Shoes,33614.82
PROD0049,Mixer Similique,Books,Fiction,4244.83
PROD0050,cHAIR qUISQUAM,Electronics,TV,24092.76
PROD0051,Mouse Eius,Home,Furniture,30274.69
PROD0052,Notebook Eius,Electronics,TV,14033.75
PROD0053,Fan Iste,Home,Appliances,32190.52
PROD0054,Laptop Illum,Clothing,Jacket,30835.97
PROD0055,Mouse Esse,Books,Comics,5046.38
PROD0056,tABLE sUNT,Home,Appliances,32539.27
PROD0057,Chair Quam,Books,Biography,12127.8
PROD0058,Chair Id,Books,Biography,38901.04
PROD0059,Headphones Architecto,Books,Fiction,7935.71
PROD0060,Speaker Voluptatibus,Home,Furniture,40027.2
PROD0061,Headphones Laudantium,Books,Education,40509.51
PROD0062,Shoes Alias,Books,Comics,29519.18
PROD0063,Monitor Quibusdam,Clothing,Jacket,4276.3
PROD0064,Laptop Nobis,Clothing,Shirt,36906.97
PROD0065,Book Aspernatur,Home,Furniture,39323.77
PROD0066,Mixer Sapiente,Books,Comics,33603.16
PROD0067,Keyboard Placeat,Home,Kitchen,20378.16
PROD0068,Monitor Suscipit,Electronics,TV,30121.72
PROD0069,BOOK NAM,Home,Kitchen,13360.06
PROD0070,Phone Quo,Clothing,Jeans,41916.29
PROD0071,Shoes Molestiae,Home,Kitchen,2871.37
PROD0072,  Shoes Porro  ,Electronics,Mobile,44440.97
PROD0073,Bag Cupiditate,Clothing,Jacket,48999.28
PROD0074,Bottle Sed,Electronics,Headphones,7455.12
PROD0075,Fan Labore,Home,Furniture,45690.63
PROD0076,Shirt Veniam,Books,Biography,9743.5
PROD0077,  Watch Sequi  ,Home,Furniture,10990.06
PROD0078,Keyboard Id,Electronics,Mobile,10955.25
PROD0079,Keyboard Quisquam,Books,Fiction,25984.08
PROD0080,Fan Repellendus,Home,Appliances,28912.4
PROD0081,Bottle Magnam,Books,Fiction,7410.2
PROD0082,Table Dolores,Clothing,Jacket,47055.8
PROD0083,Table Debitis,Clothing,Shoes,5317.81
PROD0084,Mouse Dolorum,Electronics,TV,8466.75
PROD0085,nOTEBOOK hIC,Home,Furniture,2819.39
PROD0086,Mouse Doloribus,Books,Biography,15938.3
PROD0087,Watch Iusto,Home,Kitchen,4709.74
PROD0088,Mixer Numquam,Electronics,Headphones,31414.52
PROD0089,Table Alias,Clothing,Shirt,8055.51
PROD0090,Keyboard Fugit,Electronics,Laptop,14234.34
PROD0091,Table Harum,Books,Education,5133.7
PROD0092,Book Nisi,Home,Furniture,3061.56
PROD0093,Bag Cum,Clothing,Shoes,16563.57
PROD0094,Fan Aliquam,Books,Biography,4239.49
PROD0095,Bottle Ut,Home,Furniture,16054.42
PROD0096,Mixer Maxime,Home,Furniture,13818.48
PROD0097,Shirt Odit,Books,Comics,9801.33
PROD0098,Speaker Veritatis,Clothing,Jacket,35616.89
PROD0099,Keyboard Sequi,Home,Appliances,672.48
PROD0100,Camera Consequatur,Home,Decor,34153.16
PROD0101,Watch Fuga,Home,Kitchen,11965.95
PROD0102,Book Facere,Electronics,Laptop,22466.82
PROD0103,Printer Recusandae,Clothing,Shirt,2006.08
PROD0104,Bag A,Books,Fiction,24343.56
PROD0105,Camera Voluptate,Electronics,Laptop,20136.28
PROD0106,Printer Itaque,Electronics,Mobile,47097.32
PROD0107,Bag Sint,Clothing,Jacket,8332.8
PROD0108,Table Necessitatibus,Books,Education,49672.16
PROD0109,Keyboard Atque,Books,Biography,47171.47
PROD0110,Keyboard Magnam,Home,Decor,46159.23
PROD0111,Table Sapiente,Books,Fiction,19833.21
PROD0112,Table Atque,Books,Comics,37710.94
PROD0113,Mixer Dolorum,Books,Fiction,49532.82
PROD0114,Keyboard Doloribus,Electronics,TV,17509.73
PROD0115,Keyboard Necessitatibus,Clothing,Jeans,45138.98
PROD0116,Watch Quis,Electronics,TV,26123.61
PROD0117,Monitor Hic,Home,Kitchen,38383.14
PROD0118,  Shirt Libero  ,Home,Furniture,23637.84
PROD0119,Mixer Qui,Books,Education,43680.87
PROD0120,Printer Ullam,Home,Appliances,30680.15
PROD0121,Book Dicta,Home,Decor,5182.51
PROD0122,Printer Quo,Clothing,Jeans,15359.92
PROD0123,Mouse Hic,Books,Education,8554.24
PROD0124,Shirt Molestias,Home,Kitchen,12385.45
PROD0125,Book Ut,Clothing,Shirt,556.02
PROD0126,Chair Cupiditate,Home,Furniture,48939.97
PROD0127,Phone Exercitationem,Home,Kitchen,30669.24
PROD0128,Mixer Laboriosam,Clothing,Jeans,26059.79
PROD0129,Monitor Repellat,Clothing,Jeans,27656.93
PROD0130,Speaker Voluptatibus,Books,Education,46893.05
PROD0131,Mouse Dolorum,Home,Decor,6153.59
PROD0132,PHONE SOLUTA,Clothing,Jeans,25475.24
PROD0133,Book Eaque,Home,Decor,40055.34
PROD0134,Camera Fugit,Home,Kitchen,41381.0
PROD0135,Monitor Explicabo,Electronics,Headphones,20279.58
PROD0136,Monitor Id,Home,Decor,2658.49
PROD0137,Laptop Suscipit,Home,Kitchen,43602.81
PROD0138,Keyboard Illum,Electronics,Laptop,42528.41
PROD0139,Mouse Explicabo,Home,Decor,15715.13
PROD0140,Book Voluptatum,Clothing,Shirt,30265.68
PROD0141,Book Explicabo,Books,Education,12834.63
PROD0142,Mouse Accusamus,Books,Fiction,24714.34
PROD0143,Laptop Nesciunt,Books,Fiction,39239.9
PROD0144,Bottle Ut,Clothing,Shoes,1447.93
PROD0145,Mouse Recusandae,Clothing,Shoes,49093.34
PROD0146,Bag Accusantium,Electronics,Laptop,43135.61
PROD0147,Bottle Illo,Home,Appliances,30024.23
PROD0148,Speaker Porro,Books,Biography,25770.68
PROD0149,Phone Distinctio,Home,Furniture,25420.61
PROD0150,Notebook Inventore,Clothing,Jacket,27660.49
PROD0151,Bag Delectus,Electronics,TV,5745.81
PROD0152,Fan Dolorum,Clothing,Jeans,45292.51
PROD0153,Shoes Unde,Electronics,Mobile,31468.67
PROD0154,Mixer Ipsum,Home,Appliances,2315.25
PROD0155,mOUSE cUM,Electronics,TV,18812.08
PROD0156,Printer Placeat,Clothing,Jacket,43581.49
PROD0157,Shoes Iusto,Clothing,Shoes,32039.04
PROD0158,Mixer Ratione,Clothing,Shoes,10686.13
PROD0159,Shoes Eligendi,Electronics,TV,35227.01
PROD0160,Speaker Voluptates,Electronics,Mobile,2853.97
PROD0161,Chair Quibusdam,Home,Furniture,41232.37
PROD0162,Camera Officiis,Home,Furniture,40453.67
PROD0163,Mixer Facere,Books,Education,25953.27
PROD0164,Printer Veniam,Home,Furniture,40557.02
PROD0165,Mouse Deleniti,Clothing,Jacket,46226.05
PROD0166,Shirt Ab,Home,Decor,40785.45
PROD0167,Phone Rerum,Electronics,TV,48381.85
PROD0168,Shirt Delectus,Clothing,Shirt,545.18
PROD0169,Mouse Doloribus,Clothing,Shoes,33701.72
PROD0170,Printer Quibusdam,Books,Biography,40369.86
PROD0171,Notebook Nostrum,Clothing,Shirt,40664.32
PROD0172,Monitor Saepe,Home,Decor,38218.52
PROD0173,Camera Eligendi,Books,Fiction,6742.04
PROD0174,Notebook Quas,Clothing,Shirt,41745.13
PROD0175,Mixer Animi,Electronics,Laptop,652.6
PROD0176,Speaker Alias,Home,Furniture,9294.58
PROD0177,Laptop Alias,Home,Appliances,46924.99
PROD0178,Bag Possimus,Books,Education,41769.35
PROD0179,Printer Fugiat,Electronics,TV,32688.2
PROD0180,bOOK aLIAS,Home,Kitchen,2531.47
PROD0181,Headphones Temporibus,Clothing,Shoes,22547.5
PROD0182,Notebook Alias,Books,Biography,2989.05
PROD0183,Shoes Laboriosam,Books,Biography,19453.59
PROD0184,Chair Vitae,Clothing,Jeans,17465.96
PROD0185,Chair Nisi,Clothing,Jacket,20944.46
PROD0186,Bottle Reprehenderit,Home,Appliances,45160.12
PROD0187,Notebook Repellat,Books,Education,25778.6
PROD0188,Bottle Dignissimos,Clothing,Shirt,37130.97
PROD0189,Camera Labore,Electronics,TV,48909.81
PROD0190,Mouse Delectus,Clothing,Shirt,34694.1
PROD0191,Shoes Hic,Electronics,Mobile,1809.91
PROD0192,Bottle Fuga,Home,Appliances,25716.28
PROD0193,Bottle Necessitatibus,Home,Appliances,37106.31
PROD0194,Monitor Aut,Clothing,Jeans,14507.43
PROD0195,Fan Reiciendis,Clothing,Jeans,42260.33
PROD0196,Book Occaecati,Home,Appliances,4689.47
PROD0197,Book Voluptate,Home,Furniture,43201.52
PROD0198,Camera Molestias,Home,Furniture,49906.93
PROD0199,BOTTLE TOTAM,Home,Appliances,32304.73
PROD0200,Headphones Eos,Electronics,Laptop,39850.02
PROD0201,Watch Nihil,Books,Biography,31697.08
PROD0202,Shoes Dicta,Clothing,Shoes,6105.56
PROD0203,Monitor Ut,Clothing,Jeans,908.93
PROD0204,Bottle Repellat,Clothing,Shirt,30960.51
PROD0205,Headphones Dicta,Clothing,Jacket,21366.77
PROD0206,bOTTLE nON,Books,Education,1867.25
PROD0207,Shirt Temporibus,Books,Comics,42826.14
PROD0208,Mixer Voluptatum,Electronics,Mobile,25598.42
PROD0209,Watch Unde,Clothing,Jacket,7478.18
PROD0210,Fan Eveniet,Electronics,Headphones,24255.9
PROD0211,Mouse Aspernatur,Electronics,Mobile,23227.3
PROD0212,Table Omnis,Books,Fiction,15233.36
PROD0213,Laptop Asperiores,Electronics,Mobile,36568.46
PROD0214,Keyboard Libero,Electronics,Mobile,48480.8
PROD0215,Speaker Itaque,Clothing,Jacket,37186.21
PROD0216,Shirt Pariatur,Books,Biography,33953.19
PROD0217,Keyboard Enim,Home,Appliances,37617.33
PROD0218,Mixer Libero,Books,Biography,27719.29
PROD0219,Mixer Corrupti,Clothing,Shirt,31434.34
PROD0220,Book Soluta,Electronics,Mobile,39294.22
PROD0221,Shoes Recusandae,Home,Kitchen,6611.65
PROD0222,Speaker Pariatur,Books,Biography,29169.42
PROD0223,Shirt In,Books,Comics,41494.46
PROD0224,Headphones Nesciunt,Electronics,Laptop,17196.99
PROD0225,  Chair Nemo  ,Books,Fiction,27179.04
PROD0226,Headphones Maxime,Home,Furniture,3886.13
PROD0227,Shirt Nihil,Electronics,Headphones,27427.02
PROD0228,Monitor Recusandae,Electronics,Laptop,12796.23
PROD0229,Book Sint,Books,Education,29001.79
PROD0230,Book Praesentium,Clothing,Jeans,32210.92
PROD0231,Table Voluptatum,Home,Decor,30598.71
PROD0232,Shoes Doloribus,Electronics,Headphones,46118.32
PROD0233,Watch Facere,Clothing,Jeans,34505.17
PROD0234,Bottle Tempora,Electronics,Laptop,19097.98
PROD0235,Keyboard Itaque,Clothing,Jacket,9708.71
PROD0236,Shoes Non,Clothing,Jeans,17867.57
PROD0237,Bottle Molestiae,Home,Kitchen,16293.59
PROD0238,Mouse Amet,Electronics,Mobile,49731.82
PROD0239,Mixer Laborum,Clothing,Shirt,42191.57
PROD0240,Shirt Facere,Home,Furniture,41151.17
PROD0241,Shoes Nam,Electronics,Headphones,19469.14
PROD0242,Notebook Quia,Home,Furniture,3980.48
PROD0243,Speaker Ullam,Electronics,TV,17903.26
PROD0244,Shoes Alias,Clothing,Shirt,27463.77
PROD0245,Mouse Neque,Clothing,Jeans,5962.79
PROD0246,Notebook In,Electronics,Headphones,46836.74
PROD0247,Fan Totam,Books,Biography,2844.93
PROD0248,Notebook Nostrum,Clothing,Shoes,47263.31
PROD0249,Chair Corporis,Clothing,Jeans,35770.41
PROD0250,Book Ipsam,Electronics,TV,20298.46
PROD0251,Bag Nulla,Books,Education,22404.71
PROD0252,Watch Ex,Home,Kitchen,42957.53
PROD0253,Camera Sit,Electronics,TV,35744.94
PROD0254,Mixer Vero,Home,Appliances,40900.19
PROD0255,Fan Ab,Electronics,TV,10746.56
PROD0256,Shirt Accusamus,Home,Decor,28311.7
PROD0257,Mixer Ipsum,Home,Kitchen,41673.65
PROD0258,Bottle Quasi,Electronics,Headphones,14598.86
PROD0259,Book Praesentium,Electronics,Laptop,15042.21
PROD0260,Speaker Eius,Electronics,Headphones,33972.53
PROD0261,Watch Minus,Clothing,Shoes,24386.26
PROD0262,Book Accusantium,Books,Fiction,8023.26
PROD0263,Camera Voluptate,Home,Furniture,1412.01
PROD0264,Shoes Ea,Clothing,Shirt,42836.86
PROD0265,Camera Voluptatum,Home,Kitchen,4728.86
PROD0266,Phone Illo,Electronics,Mobile,28735.51
PROD0267,Chair Reiciendis,Books,Biography,5231.48
PROD0268,Printer Corrupti,Clothing,Jacket,35360.49
PROD0269,Printer Nobis,Home,Appliances,1377.24
PROD0270,Bag Ipsum,Electronics,Headphones,23853.99
PROD0271,Watch Suscipit,Home,Kitchen,47687.94
PROD0272,Bottle Libero,Home,Appliances,43798.61
PROD0273,Fan Ipsa,Electronics,Mobile,25114.87
PROD0274,Bag Suscipit,Home,Appliances,3867.2
PROD0275,Printer Hic,Home,Decor,43758.51
PROD0276,Camera Provident,Electronics,Headphones,3395.42
PROD0277,Fan Blanditiis,Books,Education,25625.91
PROD0278,Shirt Tempore,Home,Furniture,2093.86
PROD0279,Table Consectetur,Clothing,Shoes,49256.35
PROD0280,Phone Nisi,Electronics,TV,12267.84
PROD0281,Camera Temporibus,Clothing,Shirt,17566.89
PROD0282,Shirt Expedita,Clothing,Jacket,32272.4
PROD0283,Phone Aliquam,Books,Comics,32100.86
PROD0284,Monitor Voluptas,Clothing,Jacket,9543.83
PROD0285,Shirt Delectus,Books,Fiction,29186.24
PROD0286,Printer Blanditiis,Books,Education,32877.2
PROD0287,Speaker Blanditiis,Home,Kitchen,46916.45
PROD0288,Bag Voluptas,Electronics,TV,3479.7
PROD0289,Laptop Quod,Electronics,Mobile,48876.27
PROD0290,Notebook Nobis,Home,Decor,23542.52
PROD0291,Headphones Dicta,Home,Appliances,10625.66
PROD0292,Keyboard Maxime,Books,Biography,6110.36
PROD0293,Watch Mollitia,Electronics,Headphones,19114.44
PROD0294,Bottle Reiciendis,Clothing,Shirt,11227.09
PROD0295,Watch Molestias,Home,Appliances,25759.74
PROD0296,Table Culpa,Books,Education,28442.84
PROD0297,Speaker Quam,Electronics,Headphones,19717.41
PROD0298,Headphones Magnam,Electronics,TV,35182.38
PROD0299,Shoes Repellat,Clothing,Jeans,3445.64
PROD0300,Bottle Nihil,Clothing,Shoes,8832.28
PROD0301,Headphones Unde,Books,Education,33752.3
PROD0302,Table Veniam,Books,Fiction,7340.7
PROD0303,Headphones Optio,Home,Furniture,24514.51
PROD0304,Fan Molestias,Clothing,Shirt,8047.38
PROD0305,  Chair Ipsa  ,Clothing,Jeans,43320.92
PROD0306,Bottle Minus,Home,Decor,37247.47
PROD0307,Shoes Beatae,Books,Education,6122.19
PROD0308,  Book Totam  ,Home,Kitchen,14229.41
PROD0309,Speaker Sequi,Electronics,TV,12858.31
PROD0310,Headphones Eius,Clothing,Jacket,44886.36
PROD0311,Speaker Ex,Clothing,Jacket,10561.89
PROD0312,  Shirt Numquam  ,Home,Furniture,47525.9
PROD0313,Watch Neque,Books,Fiction,44474.67
PROD0314,Printer Quisquam,Books,Education,40333.85
PROD0315,Mixer Explicabo,Clothing,Jeans,3135.49
PROD0316,Bottle Nihil,Home,Kitchen,498.43
PROD0317,Phone Aliquam,Clothing,Jeans,31565.37
PROD0318,Watch Odio,Electronics,TV,21578.36
PROD0319,Laptop Explicabo,Books,Fiction,24738.64
PROD0320,Phone Cumque,Clothing,Jacket,44822.15
PROD0321,Headphones Tempore,Electronics,Laptop,11869.73
PROD0322,Monitor Minima,Clothing,Jeans,39520.3
PROD0323,Watch In,Electronics,Mobile,49755.88
PROD0324,Camera Tempore,Electronics,Laptop,26321.09
PROD0325,Watch Culpa,Books,Biography,40050.11
PROD0326,Phone Itaque,Electronics,Headphones,8799.4
PROD0327,Mixer Sed,Clothing,Shoes,45882.57
PROD0328,Chair Minima,Books,Comics,19173.33
PROD0329,Phone Molestiae,Clothing,Jeans,42996.94
PROD0330,Monitor Harum,Books,Biography,2812.63
PROD0331,Bottle Ratione,Clothing,Jacket,40319.2
PROD0332,Chair Dolorum,Home,Decor,17478.03
PROD0333,Bottle Quidem,Electronics,Mobile,11294.26
PROD0334,Monitor Illo,Electronics,Laptop,44160.31
PROD0335,Bag Mollitia,Electronics,Laptop,19306.18
PROD0336,Shoes Amet,Books,Biography,31991.64
PROD0337,Book Adipisci,Electronics,Mobile,17902.29
PROD0338,Bag Quod,Home,Decor,28431.42
PROD0339,Notebook Officia,Clothing,Jeans,46959.65
PROD0340,Notebook Harum,Electronics,Mobile,34434.81
PROD0341,Shoes Officia,Home,Decor,41616.12
PROD0342,Camera Aliquam,Books,Fiction,39170.99
PROD0343,Chair Repellat,Clothing,Shirt,8861.4
PROD0344,Fan Aut,Electronics,Mobile,10732.49
PROD0345,Phone Commodi,Clothing,Jeans,38185.16
PROD0346,Bottle Voluptatibus,Clothing,Shirt,30344.4
PROD0347,Mouse Quas,Home,Appliances,28447.33
PROD0348,Mouse Enim,Home,Appliances,18679.52
PROD0349,Headphones Nostrum,Home,Furniture,46910.45
PROD0350,Laptop Eos,Books,Fiction,18934.18
PROD0351,Phone Reprehenderit,Electronics,Laptop,7298.72
PROD0352,Notebook Quod,Electronics,Laptop,10577.06
PROD0353,Bag Tempore,Electronics,Headphones,32198.33
PROD0354,Printer Temporibus,Clothing,Shoes,20787.78
PROD0355,Table Similique,Home,Decor,28925.93
PROD0356,Shoes At,Electronics,Headphones,12112.99
PROD0357,Bag Illum,Electronics,Headphones,21327.81
PROD0358,Speaker Cum,Electronics,Mobile,46503.54
PROD0359,Chair Fugiat,Electronics,Headphones,4369.95
PROD0360,Bottle Magnam,Clothing,Shirt,1134.63
PROD0361,Mouse Neque,Electronics,Headphones,14703.71
PROD0362,Watch Qui,Clothing,Jeans,44404.33
PROD0363,Chair Beatae,Home,Appliances,32815.95
PROD0364,Monitor Vitae,Clothing,Jacket,22824.92
PROD0365,Phone Expedita,Clothing,Shoes,45625.22
PROD0366,Watch Consequuntur,Clothing,Shirt,41195.52
PROD0367,Book Sed,Clothing,Jeans,9880.04
PROD0368,Watch Repellat,Clothing,Jacket,32254.07
PROD0369,Laptop Sed,Electronics,Laptop,20371.92
PROD0370,Printer Consequatur,Home,Appliances,15172.13
PROD0371,Monitor Dolorem,Home,Decor,30613.94
PROD0372,Bottle Nisi,Home,Decor,12685.29
PROD0373,Keyboard Dignissimos,Electronics,Laptop,9513.14
PROD0374,Shirt Delectus,Electronics,Mobile,40656.5
PROD0375,Book Officiis,Electronics,Mobile,14844.72
PROD0376,Bottle Dolorem,Electronics,Headphones,36645.03
PROD0377,Phone Sed,Electronics,Mobile,11575.1
PROD0378,Watch Tempore,Clothing,Shoes,3422.44
PROD0379,Keyboard Quod,Clothing,Jeans,7109.79
PROD0380,Headphones Quam,Books,Fiction,16759.92
PROD0381,Phone Quia,Clothing,Jacket,13392.22
PROD0382,CHAIR SOLUTA,Home,Kitchen,23956.08
PROD0383,Mixer Ullam,Books,Biography,49093.95
PROD0384,Watch Aut,Clothing,Jeans,24235.85
PROD0385,Camera Voluptatum,Home,Appliances,40619.17
PROD0386,  Speaker Vitae  ,Electronics,TV,31112.69
PROD0387,Shirt Molestias,Books,Education,25260.78
PROD0388,Shoes Nostrum,Electronics,TV,5643.96
PROD0389,Shoes Maxime,Books,Comics,47427.88
PROD0390,Notebook Enim,Home,Furniture,14623.1
PROD0391,Table Facilis,Clothing,Shirt,10825.74
PROD0392,Laptop Eos,Electronics,Headphones,46440.51
PROD0393,Notebook Rem,Books,Education,10824.15
PROD0394,Bag Corporis,Home,Decor,17461.03
PROD0395,Printer Deserunt,Books,Comics,2544.33
PROD0396,Mouse Totam,Electronics,TV,25550.39
PROD0397,Watch Aliquid,Electronics,Laptop,43425.84
PROD0398,cAMERA mOLLITIA,Clothing,Jeans,35538.2
PROD0399,Watch Fugiat,Home,Decor,43957.38
PROD0400,Phone Ducimus,Home,Decor,44874.07
PROD0401,Fan Atque,Home,Decor,44062.35
PROD0402,Laptop Labore,Clothing,Jeans,20018.07
PROD0403,Speaker Ullam,Home,Furniture,44092.32
PROD0404,Fan In,Electronics,Mobile,20282.98
PROD0405,Printer Reprehenderit,Home,Appliances,5765.2
PROD0406,Phone Consequatur,Electronics,Headphones,42104.12
PROD0407,Speaker Doloremque,Books,Fiction,49135.13
PROD0408,Laptop Numquam,Electronics,TV,49513.65
PROD0409,Printer Ratione,Books,Education,34053.81
PROD0410,Fan Impedit,Electronics,TV,15853.63
PROD0411,Mouse Veritatis,Books,Comics,1489.07
PROD0412,Speaker Libero,Books,Biography,18275.19
PROD0413,Bottle Facere,Home,Furniture,30203.83
PROD0414,Shirt Laboriosam,Clothing,Shirt,19653.69
PROD0415,Bottle Vel,Home,Furniture,14861.25
PROD0416,Headphones Eius,Home,Appliances,4686.81
PROD0417,Bag Odio,Clothing,Shoes,7025.83
PROD0418,Notebook Soluta,Clothing,Shoes,1709.79
PROD0419,Monitor Et,Home,Furniture,13524.63
PROD0420,Mixer Culpa,Electronics,TV,48696.0
PROD0421,Laptop Nulla,Clothing,Jacket,34075.81
PROD0422,Bag Voluptate,Clothing,Shirt,31759.92
PROD0423,Table At,Clothing,Shoes,35473.41
PROD0424,Camera Ab,Electronics,TV,12300.88
PROD0425,Watch Quos,Electronics,Headphones,34927.06
PROD0426,hEADPHONES mAXIME,Home,Appliances,43160.1
PROD0427,Speaker Consequatur,Clothing,Shoes,23661.49
PROD0428,Mixer Aliquam,Books,Education,32631.73
PROD0429,Phone Placeat,Electronics,Headphones,43653.04
PROD0430,Bag Sapiente,Books,Education,19822.98
PROD0431,Table Sed,Books,Biography,21449.72
PROD0432,Mixer Porro,Electronics,Mobile,40819.66
PROD0433,Speaker Iste,Electronics,Headphones,21950.02
PROD0434,Headphones Voluptatem,Home,Kitchen,15246.81
PROD0435,MOUSE MOLESTIAE,Clothing,Jeans,37160.79
PROD0436,Monitor Nostrum,Electronics,TV,5426.1
PROD0437,Headphones Dolor,Books,Fiction,43957.85
PROD0438,Printer Deleniti,Books,Comics,16231.15
PROD0439,Bag Quo,Clothing,Shoes,47028.77
PROD0440,Chair Perferendis,Home,Kitchen,47721.45
PROD0441,Book Pariatur,Clothing,Jacket,29326.46
PROD0442,Table Voluptas,Electronics,Mobile,24189.24
PROD0443,Bottle Veritatis,Clothing,Jeans,10429.26
PROD0444,Laptop Error,Home,Kitchen,15683.42
PROD0445,Notebook Quo,Books,Education,26671.38
PROD0446,Keyboard Maxime,Electronics,Mobile,7346.16
PROD0447,Fan Qui,Books,Fiction,4554.05
PROD0448,Shoes Id,Clothing,Shoes,26854.77
PROD0449,Shirt Aut,Home,Kitchen,35725.83
PROD0450,Fan Esse,Books,Comics,5091.67
PROD0451,Notebook Distinctio,Home,Kitchen,7339.29
PROD0452,Notebook Ipsa,Books,Fiction,4315.14
PROD0453,Speaker Ipsam,Clothing,Jacket,33471.87
PROD0454,Shoes Sed,Clothing,Jeans,32551.22
PROD0455,Shirt Repellendus,Electronics,TV,21498.63
PROD0456,Speaker Culpa,Home,Decor,6837.27
PROD0457,Table Non,Electronics,Headphones,27124.87
PROD0458,Shirt Maiores,Home,Decor,13809.47
PROD0459,Headphones Soluta,Home,Kitchen,43928.58
PROD0460,Headphones Perferendis,Electronics,Mobile,5009.64
PROD0461,Watch Optio,Books,Fiction,47153.98
PROD0462,Watch Ad,Electronics,Mobile,46710.52
PROD0463,Book Esse,Books,Fiction,23717.65
PROD0464,Phone Ad,Electronics,Mobile,3656.92
PROD0465,Laptop Ullam,Electronics,TV,42062.97
PROD0466,Headphones Illo,Home,Appliances,26550.98
PROD0467,Mixer Tempora,Electronics,Laptop,45255.7
PROD0468,Notebook Provident,Books,Biography,41630.73
PROD0469,Book Doloribus,Books,Education,28541.92
PROD0470,Keyboard Soluta,Books,Education,35205.71
PROD0471,Bag Praesentium,Clothing,Shirt,30015.49
PROD0472,Table Quos,Home,Decor,10181.24
PROD0473,mIXER cORRUPTI,Clothing,Shirt,3771.85
PROD0474,Chair Non,Books,Comics,45661.44
PROD0475,Book Ullam,Electronics,Laptop,36476.33
PROD0476,Phone Id,Clothing,Jeans,35717.15
PROD0477,Speaker Suscipit,Books,Comics,45042.46
PROD0478,Bottle Commodi,Clothing,Shirt,44590.72
PROD0479,Table Reprehenderit,Clothing,Jeans,41074.0
PROD0480,kEYBOARD qUAERAT,Clothing,Jeans,9068.49
PROD0481,Keyboard Fugit,Books,Education,45063.89
PROD0482,Camera Pariatur,Clothing,Jeans,47855.1
PROD0483,Bag Eligendi,Electronics,Mobile,23208.36
PROD0484,Book Quaerat,Clothing,Jacket,627.69
PROD0485,Mouse Placeat,Electronics,Mobile,47588.38
PROD0486,Laptop Facere,Clothing,Shoes,20646.13
PROD0487,Bottle Nisi,Books,Biography,32597.11
PROD0488,Notebook Suscipit,Home,Furniture,23120.0
PROD0489,Phone Facilis,Clothing,Jeans,8230.35
PROD0490,Fan Porro,Home,Decor,43318.46
PROD0491,Fan Quo,Home,Kitchen,3684.91
PROD0492,Bag Maxime,Books,Biography,22366.56
