order_id,customer_id,order_date,status,region_code
ORD00080,CUST0313,2026-06-21 17:54:15,DELIVERED,NORTH
ORD00081,CUST0116,2026-01-11 23:55:23,DELIVERED,EAST
ORD00082,CUST0278,2026-04-26 15:50:32,DELIVERED,EAST
ORD00083,CUST0081,2025-10-23 03:54:34,DELIVERED,SOUTH
ORD00084,,11-05-2026,DELIVERED,NORTH
ORD00085,CUST0231,2025-07-15 09:33:24,PLACED,NORTH
ORD00086,CUST0085,2026-04-07 14:35:10,DELIVERED,WEST
ORD00087,CUST0345,2025-12-26 10:02:54,SHIPPED,SOUTH
ORD00088,CUST0326,2025-09-12 23:50:44,PLACED,WEST
ORD00089,CUST0070,2026-03-02 15:40:18,PLACED,EAST
ORD00090,CUST0155,2025-07-23 07:01:19,DELIVERED,WEST
ORD00091,CUST0075,2025-07-14 22:04:25,DELIVERED,SOUTH
ORD00092,CUST0440,2026-06-06 16:52:59,PLACED,NORTH
ORD00093,CUST0096,2025-08-22 07:11:07,DELIVERED,WEST
ORD00094,CUST0233,2025-10-19 17:07:39,RETURNED,NORTH
ORD00095,CUST0228,2025-10-19 05:49:04,DELIVERED,SOUTH
ORD00096,CUST0427,2026-05-28 00:59:12,DELIVERED,EAST
ORD00097,CUST0136,2025-12-02 11:24:13,DELIVERED,NORTH
ORD00098,CUST0090,2025-08-03 20:08:01,DELIVERED,NORTH
ORD00099,CUST0390,2026-06-19 21:34:57,DELIVERED,WEST
ORD00100,CUST0109,2026-02-03 14:06:46,DELIVERED,EAST
ORD00101,CUST0174,2025-11-06 14:50:40,DELIVERED,WEST
ORD00102,CUST0260,2026-01-29 14:19:38,SHIPPED,NORTH
ORD00103,CUST0133,2026-06-18 16:32:40,DELIVERED,SOUTH
ORD00104,CUST0261,2025-10-26 08:14:10,DELIVERED,SOUTH
ORD00105,CUST0272,2026-06-03 07:10:52,CANCELLED,WEST
ORD00106,CUST0185,2026-06-14 08:09:33,DELIVERED,EAST
ORD00107,CUST0452,2026-02-25 01:22:31,DELIVERED,NORTH
ORD00108,CUST0059,2025-08-26 12:57:34,DELIVERED,SOUTH
ORD00109,CUST0399,2026-03-19 12:19:22,DELIVERED,EAST
ORD00110,CUST0102,2026-04-06 15:24:31,RETURNED,SOUTH
ORD00111,CUST0193,2025-10-04 07:26:46,DELIVERED,NORTH
ORD00112,CUST0041,2026-04-30 17:31:54,DELIVERED,NORTH
ORD00113,CUST0364,2026-05-22 00:50:24,DELIVERED,NORTH
ORD00114,CUST0190,2026-04-08 18:10:02,DELIVERED,EAST
ORD00115,CUST0344,2026-03-06 09:07:06,DELIVERED,NORTH
ORD00116,CUST0492,2026-01-08 16:57:32,DELIVERED,NORTH
ORD00117,CUST0335,2025-07-09 23:13:33,DELIVERED,SOUTH
ORD00118,CUST0076,2025-09-30 07:39:32,DELIVERED,EAST
ORD00119,CUST0174,2026-04-19 22:47:03,RETURNED,NORTH
ORD00120,CUST0499,2025-07-25 18:39:06,DELIVERED,EAST
ORD00121,CUST0070,2026-04-25 05:51:30,SHIPPED,SOUTH
ORD00122,CUST0128,2026-01-22 09:26:43,PLACED,EAST
ORD00123,CUST0265,2026-06-01 03:42:21,DELIVERED,SOUTH
ORD00124,CUST0151,21-01-2026,DELIVERED,SOUTH
ORD00125,CUST0253,2025-06-30 17:14:02,DELIVERED,SOUTH
ORD00126,,2026-01-14 04:45:53,DELIVERED,EAST
ORD00127,CUST0021,2025-08-27 21:01:22,DELIVERED,EAST
ORD00128,CUST0230,2025-10-15 19:32:26,DELIVERED,NORTH
ORD00129,CUST0348,2026-05-23 03:25:15,DELIVERED,SOUTH
ORD00130,CUST0168,2026-02-18 18:07:52,SHIPPED,WEST
ORD00131,CUST0194,2025-12-06 08:44:46,CANCELLED,EAST
ORD00132,,2026-05-13 15:42:24,DELIVERED,EAST
ORD00133,CUST0080,2026-03-26 16:13:53,DELIVERED,WEST
ORD00134,CUST0167,2025-10-18 05:47:12,DELIVERED,SOUTH
ORD00135,,2025-06-28 16:11:20,DELIVERED,NORTH
ORD00136,CUST0223,2026-02-09 09:12:17,DELIVERED,NORTH
ORD00137,CUST0134,2025-10-09 01:18:50,DELIVERED,NORTH
ORD00138,CUST0261,2026-03-19 04:24:41,DELIVERED,SOUTH
ORD00139,CUST0151,2025-07-22 13:31:33,DELIVERED,EAST
ORD00140,CUST0149,2025-11-12 03:08:59,DELIVERED,EAST
ORD00141,CUST0368,2026-05-14 13:37:08,DELIVERED,NORTH
ORD00142,CUST0487,2025-12-11 15:02:20,CANCELLED,WEST
ORD00143,CUST0401,2025-12-18 00:47:39,CANCELLED,EAST
ORD00144,CUST0428,2026-03-15 05:56:09,DELIVERED,NORTH
ORD00145,CUST0045,2026-04-03 05:55:08,DELIVERED,WEST
ORD00146,CUST0215,2026-04-20 18:42:14,SHIPPED,EAST
ORD00147,CUST0231,2025-12-16 11:03:12,CANCELLED,WEST
ORD00148,,2025-12-31 12:37:17,DELIVERED,NORTH
ORD00149,CUST0160,2025-10-19 20:04:00,DELIVERED,NORTH
ORD00150,CUST0165,2026-05-21 13:34:46,DELIVERED,WEST
ORD00151,,2025-10-11 17:35:18,DELIVERED,SOUTH
ORD00152,CUST0163,2026-06-06 06:00:04,DELIVERED,EAST
ORD00153,CUST0260,2026-05-20 16:17:09,DELIVERED,EAST
ORD00154,CUST0443,2026-03-31 06:47:20,DELIVERED,NORTH
ORD00155,CUST0119,2026-03-08 01:28:34,CANCELLED,EAST
ORD00156,CUST0130,2026-05-30 04:58:45,DELIVERED,WEST
ORD00157,CUST0244,2026-05-24 17:57:39,SHIPPED,NORTH
ORD00158,,2026-01-19 21:06:12,CANCELLED,EAST
ORD00159,CUST0210,2025-10-16 16:24:59,DELIVERED,NORTH
ORD00160,CUST0032,2026-03-07 03:59:19,SHIPPED,EAST
ORD00161,CUST0467,2026-04-03 00:32:08,DELIVERED,SOUTH
ORD00162,CUST0386,2026-01-20 23:32:28,DELIVERED,NORTH
ORD00163,CUST0182,2026-03-01 07:03:46,DELIVERED,SOUTH
ORD00164,CUST0497,2025-12-21 03:32:29,DELIVERED,WEST
ORD00165,CUST0314,2025-06-28 20:32:07,RETURNED,WEST
ORD00166,CUST0496,2025-08-20 07:28:52,DELIVERED,NORTH
ORD00167,,2026-03-26 18:25:28,DELIVERED,WEST
ORD00168,CUST0476,2026-04-26 04:20:10,DELIVERED,NORTH
ORD00169,CUST0076,2025-12-15 06:37:36,PLACED,SOUTH
ORD00170,CUST0444,2026-03-02 16:24:41,PLACED,SOUTH
ORD00171,CUST0351,2026-05-08 16:35:15,DELIVERED,SOUTH
ORD00172,CUST0398,2026-02-04 06:58:49,DELIVERED,WEST
ORD00173,CUST0193,14-08-2025,DELIVERED,SOUTH
ORD00174,CUST0050,2026-01-28 17:57:14,SHIPPED,WEST
ORD00175,CUST0454,2026-03-12 01:34:24,DELIVERED,NORTH
ORD00176,CUST0460,2026-05-22 00:58:09,PLACED,EAST
ORD00177,CUST0340,2025-11-25 22:44:49,DELIVERED,WEST
ORD00178,CUST0104,2025-07-10 08:42:03,DELIVERED,WEST
ORD00179,CUST0263,2025-09-21 19:47:56,DELIVERED,NORTH
ORD00180,CUST0437,2026-03-19 09:08:22,PLACED,WEST
ORD00181,CUST0187,2026-05-05 11:15:00,DELIVERED,NORTH
ORD00182,CUST0178,2026-04-17 06:21:53,PLACED,WEST
ORD00183,CUST0429,2025-08-26 04:40:52,CANCELLED,SOUTH
ORD00184,CUST0474,2026-03-02 02:38:08,DELIVERED,SOUTH
ORD00185,CUST0316,2025-12-17 04:57:16,DELIVERED,SOUTH
ORD00186,CUST0471,2026-01-29 06:53:21,DELIVERED,SOUTH
ORD00187,CUST0057,2025-11-16 01:29:20,DELIVERED,SOUTH
ORD00188,CUST0178,2025-11-18 21:46:07,PLACED,SOUTH
ORD00189,CUST0401,2025-08-23 15:59:32,DELIVERED,SOUTH
ORD00190,CUST0452,2025-09-08 07:46:25,PLACED,EAST
ORD00191,CUST0297,2026-05-16 12:57:53,DELIVERED,WEST
ORD00192,CUST0386,2026-06-02 10:43:55,DELIVERED,NORTH
ORD00193,CUST0102,2026-02-13 01:08:20,DELIVERED,WEST
ORD00194,CUST0435,2026-05-25 16:42:07,DELIVERED,NORTH
ORD00195,,2025-07-21 21:31:42,DELIVERED,EAST
ORD00196,CUST0423,2025-09-07 10:33:11,DELIVERED,WEST
ORD00197,CUST0474,2026-02-07 14:59:24,PLACED,WEST
ORD00198,CUST0453,2025-08-27 05:25:42,DELIVERED,EAST
ORD00199,CUST0248,2025-10-01 03:29:20,DELIVERED,SOUTH
ORD00200,CUST0020,2026-01-24 09:16:40,CANCELLED,NORTH
ORD00201,CUST0060,2026-04-05 20:28:39,DELIVERED,SOUTH
ORD00202,CUST0445,2026-06-20 04:06:41,DELIVERED,WEST
ORD00203,CUST0453,2025-10-23 16:19:49,PLACED,NORTH
ORD00204,CUST0008,2026-05-17 21:08:50,DELIVERED,WEST
ORD00205,CUST0249,2026-02-28 22:55:58,DELIVERED,SOUTH
ORD00206,CUST0008,2025-08-28 16:32:21,DELIVERED,WEST
ORD00207,CUST0056,2026-01-21 03:41:26,DELIVERED,NORTH
ORD00208,CUST0428,2026-02-04 17:39:51,DELIVERED,EAST
ORD00209,CUST0275,2025-07-23 19:45:10,DELIVERED,NORTH
ORD00210,CUST0116,13-05-2026,DELIVERED,WEST
ORD00211,,2025-07-21 17:01:10,PLACED,EAST
ORD00212,CUST0434,25-04-2026,DELIVERED,WEST
ORD00213,CUST0496,2025-08-02 09:58:33,DELIVERED,SOUTH
ORD00214,CUST0109,2025-09-25 06:20:29,RETURNED,NORTH
ORD00215,CUST0124,2025-10-18 08:52:56,DELIVERED,WEST
ORD00216,CUST0358,2025-07-07 10:04:01,DELIVERED,NORTH
ORD00217,CUST0156,2026-01-04 03:59:10,DELIVERED,SOUTH
ORD00218,,2026-01-17 16:05:02,DELIVERED,WEST
ORD00219,CUST0298,2026-03-20 00:01:13,DELIVERED,WEST
ORD00220,CUST0220,2025-12-21 07:37:13,DELIVERED,NORTH
ORD00221,CUST0405,2026-01-07 03:37:18,RETURNED,WEST
ORD00222,CUST0117,2025-06-29 02:09:12,DELIVERED,NORTH
ORD00223,CUST0465,2025-07-04 13:06:09,DELIVERED,WEST
ORD00224,CUST0340,2025-11-10 08:59:55,SHIPPED,EAST
ORD00225,CUST0443,2026-06-17 06:21:24,DELIVERED,SOUTH
ORD00226,CUST0155,2025-11-01 17:04:07,DELIVERED,EAST
ORD00227,CUST0464,30-07-2025,RETURNED,NORTH
ORD00228,CUST0302,2025-10-18 17:56:16,DELIVERED,EAST
ORD00229,CUST0043,2025-10-03 02:40:43,DELIVERED,WEST
ORD00230,CUST0232,2026-04-27 21:09:56,DELIVERED,WEST
ORD00231,CUST0328,2025-10-19 02:35:25,DELIVERED,WEST
ORD00232,CUST0194,2026-04-22 13:20:17,SHIPPED,SOUTH
ORD00233,CUST0076,2026-06-07 15:21:57,DELIVERED,WEST
ORD00234,CUST0105,2025-11-29 22:22:59,DELIVERED,WEST
ORD00235,CUST0031,2026-06-20 09:45:19,DELIVERED,SOUTH
ORD00236,CUST0214,2026-03-19 16:32:21,DELIVERED,NORTH
ORD00237,CUST0330,2026-03-13 04:33:37,DELIVERED,SOUTH
ORD00238,CUST0004,2026-01-08 19:04:09,SHIPPED,SOUTH
ORD00239,CUST0391,2025-08-21 10:06:51,PLACED,EAST
ORD00240,,2025-08-30 22:49:24,DELIVERED,NORTH
ORD00241,CUST0323,2025-09-05 00:57:00,CANCELLED,EAST
ORD00242,CUST0005,2026-02-05 23:42:27,DELIVERED,WEST
ORD00243,,2025-10-31 04:41:41,DELIVERED,WEST
ORD00244,CUST0168,2025-07-31 23:24:24,DELIVERED,EAST
ORD00245,CUST0079,2025-09-12 14:21:30,DELIVERED,EAST
ORD00246,CUST0359,2025-08-10 02:23:17,PLACED,NORTH
ORD00247,CUST0006,2026-03-28 08:57:15,SHIPPED,EAST
ORD00248,CUST0029,2025-11-20 01:43:05,DELIVERED,EAST
ORD00249,CUST0143,2025-11-01 13:00:26,PLACED,WEST
ORD00250,CUST0054,2025-12-03 13:42:43,DELIVERED,WEST
ORD00251,CUST0425,2026-02-10 19:53:15,PLACED,NORTH
ORD00252,CUST0293,2026-01-02 17:04:38,DELIVERED,NORTH
ORD00253,CUST0005,2025-11-19 16:42:14,DELIVERED,NORTH
ORD00254,CUST0206,2026-01-31 21:24:16,DELIVERED,SOUTH
ORD00255,CUST0104,2026-01-19 14:07:06,DELIVERED,SOUTH
ORD00256,CUST0405,2026-05-08 22:15:37,DELIVERED,WEST
ORD00257,CUST0490,2026-06-21 10:08:20,DELIVERED,EAST
ORD00258,CUST0480,18-01-2026,CANCELLED,WEST
ORD00259,CUST0017,2025-11-01 04:10:56,DELIVERED,SOUTH
ORD00260,CUST0421,2025-08-23 08:41:02,DELIVERED,NORTH
ORD00261,CUST0465,2025-11-07 21:39:41,CANCELLED,NORTH
ORD00262,CUST0217,2026-01-06 01:24:00,DELIVERED,EAST
ORD00263,CUST0136,2026-02-28 18:42:51,DELIVERED,WEST
ORD00264,CUST0041,2026-05-20 23:32:57,DELIVERED,SOUTH
ORD00265,CUST0205,17-05-2026,DELIVERED,NORTH
ORD00266,CUST0061,2026-04-29 01:50:11,DELIVERED,NORTH
ORD00267,CUST0159,2026-01-14 06:02:17,SHIPPED,NORTH
ORD00268,CUST0380,2025-10-25 14:09:44,DELIVERED,NORTH
ORD00269,CUST0128,2025-07-17 12:58:58,PLACED,WEST
ORD00270,CUST0008,2026-01-24 14:38:30,CANCELLED,SOUTH
ORD00271,CUST0303,2026-03-22 21:44:50,RETURNED,WEST
ORD00272,CUST0291,2025-07-22 04:24:48,DELIVERED,EAST
ORD00273,CUST0118,2026-06-08 02:24:51,DELIVERED,EAST
ORD00274,CUST0042,2025-12-02 15:48:30,DELIVERED,NORTH
ORD00275,CUST0250,2025-08-09 20:41:13,DELIVERED,EAST
ORD00276,CUST0234,2025-08-22 10:07:29,SHIPPED,SOUTH
ORD00277,CUST0394,2026-02-27 09:12:39,DELIVERED,WEST
ORD00278,CUST0122,2026-04-29 10:38:51,DELIVERED,SOUTH
ORD00279,CUST0057,02-04-2026,DELIVERED,NORTH
ORD00280,CUST0420,2025-08-30 10:17:16,RETURNED,EAST
ORD00281,CUST0350,2026-01-12 05:49:39,DELIVERED,WEST
ORD00282,CUST0420,2026-03-19 21:41:05,RETURNED,SOUTH
ORD00283,CUST0345,2025-09-24 18:21:11,DELIVERED,WEST
ORD00284,CUST0410,2026-03-25 00:11:15,PLACED,NORTH
ORD00285,CUST0020,2026-04-26 01:15:46,CANCELLED,EAST
ORD00286,CUST0232,2025-07-10 06:28:33,DELIVERED,WEST
ORD00287,CUST0353,2026-05-13 17:51:28,DELIVERED,EAST
ORD00288,CUST0146,2025-10-19 01:04:16,DELIVERED,NORTH
ORD00289,CUST0038,2026-06-07 08:05:22,DELIVERED,NORTH
ORD00290,CUST0349,2025-09-18 22:53:08,DELIVERED,WEST
ORD00291,CUST0024,2025-07-03 12:14:00,DELIVERED,SOUTH
ORD00292,CUST0397,2026-01-27 01:43:28,PLACED,NORTH
ORD00293,CUST0239,2026-02-06 04:19:27,DELIVERED,WEST
ORD00294,CUST0379,2025-08-16 09:56:00,DELIVERED,NORTH
ORD00295,CUST0161,2025-09-27 01:06:19,DELIVERED,SOUTH
ORD00296,CUST0287,2026-02-08 03:52:17,DELIVERED,EAST
ORD00297,CUST0145,2026-05-12 12:11:58,DELIVERED,EAST
ORD00298,CUST0199,2026-01-31 18:07:14,DELIVERED,NORTH
ORD00299,,2026-05-09 03:56:02,DELIVERED,SOUTH
ORD00300,CUST0420,2025-12-21 14:03:13,DELIVERED,SOUTH
ORD00301,CUST0191,2026-06-17 03:55:00,PLACED,EAST
ORD00302,CUST0417,2025-07-24 15:52:16,DELIVERED,WEST
ORD00303,CUST0043,04-01-2026,DELIVERED,EAST
ORD00304,CUST0226,2025-07-24 03:02:51,SHIPPED,EAST
ORD00305,CUST0093,2026-03-23 11:10:36,DELIVERED,WEST
ORD00306,CUST0440,2025-12-04 06:53:39,DELIVERED,SOUTH
ORD00307,CUST0258,2025-11-25 01:13:34,DELIVERED,NORTH
ORD00308,CUST0082,2026-03-11 22:59:57,DELIVERED,NORTH
ORD00309,CUST0438,2025-11-13 04:07:28,DELIVERED,EAST
ORD00310,CUST0253,2025-11-30 19:10:55,DELIVERED,WEST
ORD00311,CUST0108,2026-01-14 19:28:56,DELIVERED,WEST
ORD00312,CUST0088,2025-06-29 15:05:53,DELIVERED,SOUTH
ORD00313,CUST0037,2025-11-20 02:30:16,PLACED,WEST
ORD00314,CUST0454,2025-11-10 04:57:49,DELIVERED,NORTH
ORD00315,CUST0499,2026-05-23 00:40:13,DELIVERED,EAST
ORD00316,CUST0310,2025-07-22 20:15:58,CANCELLED,WEST
ORD00317,CUST0011,2026-05-12 04:22:15,DELIVERED,NORTH
ORD00318,CUST0034,2025-10-20 11:50:12,DELIVERED,SOUTH
ORD00319,CUST0027,2026-06-26 04:30:28,RETURNED,EAST
ORD00320,CUST0068,2025-09-21 03:18:18,DELIVERED,NORTH
ORD00321,CUST0045,2025-12-26 17:19:38,DELIVERED,EAST
ORD00322,CUST0199,2026-05-02 01:11:38,DELIVERED,SOUTH
ORD00323,CUST0133,2026-04-09 16:34:47,DELIVERED,WEST
ORD00324,CUST0261,2025-08-03 17:12:56,PLACED,WEST
ORD00325,CUST0464,2025-10-25 06:11:28,DELIVERED,EAST
ORD00326,CUST0144,2026-05-10 17:45:03,DELIVERED,WEST
ORD00327,CUST0185,2025-12-23 08:55:04,DELIVERED,WEST
ORD00328,CUST0409,2025-09-09 03:55:22,DELIVERED,EAST
ORD00329,CUST0414,2026-04-22 19:21:17,DELIVERED,EAST
ORD00330,CUST0207,2025-07-02 04:26:41,DELIVERED,WEST
ORD00331,CUST0249,2025-10-19 18:30:07,CANCELLED,WEST
ORD00332,CUST0163,2026-01-05 22:50:13,DELIVERED,SOUTH
ORD00333,CUST0385,2026-03-16 13:40:10,PLACED,EAST
ORD00334,CUST0015,2026-05-23 19:08:45,SHIPPED,SOUTH
ORD00335,CUST0285,2026-04-07 14:52:45,DELIVERED,SOUTH
ORD00336,CUST0319,2026-05-04 21:33:35,PLACED,NORTH
ORD00337,CUST0102,2026-05-11 09:55:33,DELIVERED,WEST
ORD00338,,2026-05-03 04:20:04,DELIVERED,WEST
ORD00339,CUST0251,2026-05-09 10:01:39,SHIPPED,NORTH
ORD00340,CUST0478,2026-02-20 08:26:31,DELIVERED,EAST
ORD00341,CUST0467,2025-07-01 17:43:58,DELIVERED,WEST
ORD00342,CUST0252,2026-05-26 01:57:24,DELIVERED,WEST
ORD00343,CUST0127,2026-04-16 14:29:44,DELIVERED,EAST
ORD00344,CUST0209,2026-04-02 10:25:55,RETURNED,SOUTH
ORD00345,CUST0292,2026-06-25 04:43:14,DELIVERED,WEST
ORD00346,CUST0343,2025-09-18 15:18:36,DELIVERED,EAST
ORD00347,CUST0424,2026-03-24 05:15:09,DELIVERED,WEST
ORD00348,CUST0482,2025-12-09 00:01:51,PLACED,WEST
ORD00349,CUST0151,2026-02-01 18:21:11,DELIVERED,WEST
ORD00350,CUST0126,2025-07-31 01:22:46,RETURNED,WEST
ORD00351,CUST0196,2025-12-18 20:04:55,DELIVERED,WEST
ORD00352,CUST0298,2025-12-07 03:35:24,DELIVERED,EAST
ORD00353,CUST0358,2026-01-23 11:59:04,DELIVERED,EAST
ORD00354,CUST0294,2025-11-06 07:02:20,DELIVERED,EAST
ORD00355,CUST0426,2025-09-24 02:27:17,RETURNED,NORTH
ORD00356,CUST0088,2025-07-23 16:59:03,DELIVERED,WEST
ORD00357,CUST0342,2025-12-19 01:55:01,SHIPPED,NORTH
ORD00358,CUST0080,11-05-2026,DELIVERED,EAST
ORD00359,CUST0485,2026-04-15 08:35:24,DELIVERED,NORTH
ORD00360,CUST0275,2026-05-01 12:32:31,DELIVERED,NORTH
ORD00361,CUST0453,2025-09-14 15:30:43,DELIVERED,SOUTH
ORD00362,CUST0193,2025-11-28 08:48:33,CANCELLED,SOUTH
ORD00363,CUST0101,2026-04-14 02:31:05,DELIVERED,EAST
ORD00364,CUST0262,2025-08-12 16:29:52,PLACED,EAST
ORD00365,CUST0148,2025-12-30 08:00:37,DELIVERED,WEST
ORD00366,CUST0216,2026-05-01 10:29:52,DELIVERED,WEST
ORD00367,CUST0027,2026-05-24 18:02:49,DELIVERED,EAST
ORD00368,CUST0243,2026-03-18 20:27:12,DELIVERED,EAST
ORD00369,CUST0313,2025-11-01 13:34:38,DELIVERED,NORTH
ORD00370,CUST0204,2025-12-04 17:54:00,DELIVERED,WEST
ORD00371,,2026-04-22 06:06:06,CANCELLED,WEST
ORD00372,CUST0382,2025-11-18 06:10:29,DELIVERED,WEST
ORD00373,CUST0143,2026-01-02 21:35:59,SHIPPED,SOUTH
ORD00374,CUST0404,2026-06-12 11:17:38,PLACED,NORTH
ORD00375,CUST0464,2025-12-05 21:35:24,DELIVERED,SOUTH
ORD00376,CUST0418,2026-03-11 00:30:24,PLACED,NORTH
ORD00377,CUST0214,2026-01-25 06:39:50,DELIVERED,EAST
ORD00378,CUST0103,2025-07-12 11:13:26,DELIVERED,WEST
ORD00379,CUST0438,2025-10-07 16:45:56,DELIVERED,NORTH
ORD00380,CUST0406,2025-11-16 05:12:19,DELIVERED,EAST
ORD00381,CUST0143,2026-03-17 02:03:04,DELIVERED,WEST
ORD00382,CUST0033,2026-01-15 10:14:34,DELIVERED,SOUTH
ORD00383,CUST0367,2025-09-08 17:50:07,CANCELLED,SOUTH
ORD00384,CUST0037,2026-06-05 15:57:09,CANCELLED,NORTH
ORD00385,CUST0320,2026-03-06 01:09:11,DELIVERED,EAST
ORD00386,CUST0258,2026-03-29 13:27:58,RETURNED,EAST
ORD00387,CUST0116,2025-11-19 14:25:17,DELIVERED,NORTH
