item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM00056,ORD00536,PROD0003,1,22650.26,39
ITEM00057,ORD00872,PROD0354,2,6545.65,32
ITEM00058,ORD00921,PROD0392,3,9253.52,96
ITEM00059,ORD00291,PROD0296,2,16684.42,87
ITEM00060,ORD00142,PROD0097,3,32105.08,29
ITEM00061,ORD00982,PROD0118,1,16331.0,13
ITEM00062,ORD00431,PROD0445,3,9214.93,36
ITEM00063,ORD00882,PROD0208,2,35691.12,44
ITEM00064,ORD00712,PROD0415,2,42884.33,39
ITEM00065,ORD00966,PROD0372,4,4455.42,91
ITEM00066,ORD00857,PROD0243,1,1769.37,18
ITEM00067,ORD00210,PROD0319,2,14846.74,76
ITEM00068,ORD00932,PROD0099,1,4760.14,28
ITEM00069,ORD00245,PROD0262,1,32569.26,60
ITEM00070,ORD00904,PROD0426,1,31758.62,7
ITEM00071,ORD00612,PROD0355,4,9077.31,50
ITEM00072,ORD00246,PROD0322,3,22578.07,56
ITEM00073,ORD00893,PROD0081,5,8978.53,13
ITEM00074,ORD00391,PROD0188,4,16735.45,100
ITEM00075,ORD00227,PROD0456,3,12734.99,40
ITEM00076,ORD00218,PROD0391,3,44783.92,29
ITEM00077,ORD00955,PROD0493,2,17276.33,63
ITEM00078,ORD00652,PROD0109,2,3337.13,25
ITEM00079,ORD00938,PROD0394,-1,25634.13,47
ITEM00080,ORD00195,PROD0280,4,43866.97,88
ITEM00081,ORD00703,PROD0376,3,25958.71,53
ITEM00082,ORD00873,PROD0176,3,34480.74,56
ITEM00083,ORD00916,PROD0363,2,416.64,19
ITEM00084,ORD00494,PROD0122,2,4207.04,88
ITEM00085,ORD00682,PROD0216,2,5244.8,48
ITEM00086,ORD00478,PROD0489,1,15512.81,81
ITEM00087,ORD00601,PROD0208,3,40819.83,57
ITEM00088,ORD00114,PROD0445,1,1982.27,5
ITEM00089,ORD00610,PROD0008,5,17958.24,20
ITEM00090,ORD00229,PROD0183,2,49503.74,82
ITEM00091,ORD00278,PROD0447,4,12298.82,28
ITEM00092,ORD00318,PROD0041,1,4964.95,66
ITEM00093,ORD00656,PROD0432,3,10636.36,5
ITEM00094,ORD00400,PROD0462,4,14008.55,35
ITEM00095,ORD00860,PROD0308,-1,9302.48,92
ITEM00096,ORD00536,PROD0482,1,12418.76,76
ITEM00097,ORD00188,PROD0364,1,3574.03,42
ITEM00098,ORD00639,PROD0262,1,32142.32,13
ITEM00099,ORD00439,PROD0097,2,31921.84,57
ITEM00100,ORD00201,PROD0221,4,37180.55,29
ITEM00101,ORD00653,PROD0180,1,16605.81,44
ITEM00102,ORD00821,PROD0380,5,33438.09,42
ITEM00103,ORD00142,PROD0447,3,28020.88,54
ITEM00104,ORD00401,PROD0486,1,8992.08,50
ITEM00105,ORD00889,PROD0430,5,2579.05,84
ITEM00106,ORD00957,PROD0265,-3,10173.04,72
ITEM00107,ORD00152,PROD0007,1,922.15,88
ITEM00108,ORD00728,PROD0061,4,45860.78,28
ITEM00109,ORD00237,PROD0116,2,23299.66,70
ITEM00110,ORD00799,PROD0274,4,47314.19,82
ITEM00111,ORD00337,PROD0230,1,23426.08,25
ITEM00112,ORD00160,PROD0354,1,17144.77,60
ITEM00113,ORD00023,PROD0034,4,31117.97,14
ITEM00114,ORD00924,PROD0374,5,10854.85,76
ITEM00115,ORD00276,PROD0251,1,33658.73,32
ITEM00116,ORD00702,PROD0241,1,20393.14,4
ITEM00117,ORD00706,PROD0115,4,12365.4,55
ITEM00118,ORD00399,PROD0433,3,5206.11,86
ITEM00119,ORD00001,PROD0042,4,41853.05,67
ITEM00120,ORD00502,PROD0148,4,15362.43,76
ITEM00121,ORD00055,PROD0104,2,9585.23,11
ITEM00122,ORD00885,PROD0089,4,32054.42,15
ITEM00123,ORD00095,PROD0248,2,6782.81,23
ITEM00124,ORD00277,PROD0026,4,20572.44,91
ITEM00125,ORD00292,PROD0207,4,40294.48,16
ITEM00126,ORD00171,PROD0076,3,39166.69,79
ITEM00127,ORD00127,PROD0311,1,3757.61,30
ITEM00128,ORD00671,PROD0127,3,29791.73,28
ITEM00129,ORD00239,PROD0088,4,27138.79,51
ITEM00130,ORD00794,PROD0352,1,15129.67,50
ITEM00131,ORD00977,PROD0096,3,33270.58,34
ITEM00132,ORD00208,PROD0211,4,9919.07,54
ITEM00133,ORD00198,PROD0228,2,19787.32,53
ITEM00134,ORD00308,PROD0307,2,23548.3,67
ITEM00135,ORD00817,PROD0454,4,21312.87,21
ITEM00136,ORD00796,PROD0235,5,37456.14,1
ITEM00137,ORD00670,PROD0497,2,3152.73,77
ITEM00138,ORD00394,PROD0025,1,37394.5,47
ITEM00139,ORD00963,PROD0066,3,3896.44,48
ITEM00140,ORD00723,PROD0054,2,20698.46,14
ITEM00141,ORD00602,PROD0146,2,3738.77,50
ITEM00142,ORD00489,PROD0219,1,49428.45,80
ITEM00143,ORD00640,PROD0102,4,32348.72,27
ITEM00144,ORD00626,PROD0214,3,18387.65,36
ITEM00145,ORD00402,PROD0350,1,9460.97,14
ITEM00146,ORD00063,PROD0475,1,21937.1,40
ITEM00147,ORD00669,PROD0228,1,31860.18,52
ITEM00148,ORD00399,PROD0066,3,4746.71,90
ITEM00149,ORD00481,PROD0171,4,936.21,43
ITEM00150,ORD00058,PROD0360,5,294.45,84
ITEM00151,ORD00288,PROD0382,3,34300.39,75
ITEM00152,ORD00976,PROD0346,3,23610.73,1
ITEM00153,ORD00683,PROD0153,4,28691.49,70
ITEM00154,ORD00491,PROD0128,5,2080.68,36
ITEM00155,ORD00947,PROD0166,2,48961.04,83
ITEM00156,ORD00902,PROD0256,5,11074.63,39
ITEM00157,ORD00635,PROD0477,2,8542.69,35
ITEM00158,ORD00220,PROD0172,3,2297.73,64
ITEM00159,ORD00810,PROD0155,4,41761.27,86
ITEM00160,ORD00583,PROD0391,5,49173.52,15
ITEM00161,ORD00429,PROD0293,1,33802.93,87
ITEM00162,ORD00439,PROD0493,4,9896.23,23
ITEM00163,ORD00542,PROD0058,1,28945.85,74
ITEM00164,ORD00643,PROD0057,5,22765.56,55
ITEM00165,ORD00634,PROD0020,3,2240.54,72
ITEM00166,ORD00091,PROD0243,1,36722.56,48
ITEM00167,ORD00212,PROD0086,3,16634.86,15
ITEM00168,ORD00693,PROD0484,2,43502.44,56
ITEM00169,ORD00915,PROD0044,1,18352.28,66
ITEM00170,ORD00156,PROD0055,2,47092.13,95
ITEM00171,ORD00184,PROD0213,4,24365.52,51
ITEM00172,ORD00134,PROD0133,1,10731.68,25
ITEM00173,ORD00238,PROD0083,5,35665.55,52
ITEM00174,ORD00679,PROD0135,4,28050.71,13
ITEM00175,ORD00634,PROD0245,-1,47898.04,13
ITEM00176,ORD00160,PROD0145,4,21944.22,96
ITEM00177,ORD00621,PROD0308,4,22590.73,0
ITEM00178,ORD00725,PROD0147,1,41820.36,49
ITEM00179,ORD00108,PROD0383,5,16817.42,80
ITEM00180,ORD00479,PROD0436,-3,9850.46,67
ITEM00181,ORD00853,PROD0308,4,19867.34,68
ITEM00182,ORD00866,PROD0400,3,10426.84,94
ITEM00183,ORD00191,PROD0464,2,11596.27,90
ITEM00184,ORD00133,PROD0166,3,25968.8,4
ITEM00185,ORD00639,PROD0304,5,20049.6,26
ITEM00186,ORD00770,PROD0131,2,46027.68,57
ITEM00187,ORD00555,PROD0131,4,39033.81,88
ITEM00188,ORD00963,PROD0121,2,11619.69,99
ITEM00189,ORD00957,PROD0012,4,18304.45,22
ITEM00190,ORD00585,PROD0269,2,46566.48,59
ITEM00191,ORD00971,PROD0470,1,36782.29,98
ITEM00192,ORD00888,PROD0432,1,44108.04,81
ITEM00193,ORD00535,PROD0428,3,33207.38,65
ITEM00194,ORD00791,PROD0009,1,29245.06,70
ITEM00195,ORD00291,PROD0213,4,2354.11,0
ITEM00196,ORD00145,PROD0331,5,11348.12,43
ITEM00197,ORD00151,PROD0340,5,24283.56,38
ITEM00198,ORD00422,PROD0147,3,49444.55,39
ITEM00199,ORD00313,PROD0447,5,16521.97,44
ITEM00200,ORD00115,PROD0003,1,784.37,54
ITEM00201,ORD00446,PROD0425,4,2033.46,54
ITEM00202,ORD00428,PROD0102,3,18929.16,27
ITEM00203,ORD00687,PROD0060,5,48421.48,67
ITEM00204,ORD00973,PROD0133,3,15611.39,43
ITEM00205,ORD00117,PROD0236,1,19493.75,47
ITEM00206,ORD00009,PROD0490,3,9238.21,36
ITEM00207,ORD00163,PROD0337,5,38231.23,73
ITEM00208,ORD00208,PROD0304,4,41715.15,77
ITEM00209,ORD00280,PROD0176,2,18258.68,89
ITEM00210,ORD00318,PROD0297,2,26307.26,66
ITEM00211,ORD00221,PROD0376,1,30959.34,34
ITEM00212,ORD00277,PROD0141,4,30187.49,38
ITEM00213,ORD00615,PROD0076,3,29241.48,73
ITEM00214,ORD00676,PROD0243,1,6609.08,78
ITEM00215,ORD00718,PROD0367,4,31194.5,0
ITEM00216,ORD00665,PROD0316,4,19270.19,93
ITEM00217,ORD00371,PROD0360,2,48526.56,68
ITEM00218,ORD00204,PROD0319,-3,47572.18,63
ITEM00219,ORD00289,PROD0478,1,19461.27,71
ITEM00220,ORD00068,PROD0320,3,13197.05,27
ITEM00221,ORD00415,PROD0256,5,33375.68,41
ITEM00222,ORD00962,PROD0445,2,18926.08,77
ITEM00223,ORD00038,PROD0109,3,42136.84,69
ITEM00224,ORD00339,PROD0159,2,9218.28,31
ITEM00225,ORD00174,PROD0092,-2,32274.05,33
ITEM00226,ORD00994,PROD0305,2,6979.99,56
ITEM00227,ORD00795,PROD0169,1,17424.52,15
ITEM00228,ORD00159,PROD0029,5,29940.43,6
ITEM00229,ORD00138,PROD0047,-1,3828.53,19
ITEM00230,ORD00543,PROD0340,1,3439.88,36
ITEM00231,ORD00689,PROD0066,3,21744.47,51
ITEM00232,ORD00983,PROD0284,2,753.42,1
ITEM00233,ORD00699,PROD0089,1,25643.88,94
ITEM00234,ORD00003,PROD0435,1,6549.15,10
ITEM00235,ORD00722,PROD0281,5,2825.82,32
ITEM00236,ORD00060,PROD0393,5,48021.29,55
ITEM00237,ORD00980,PROD0313,2,10140.16,83
ITEM00238,ORD00150,PROD0291,1,17517.16,51
ITEM00239,ORD00505,PROD0097,2,36478.28,24
ITEM00240,ORD00670,PROD0029,1,11452.96,85
ITEM00241,ORD00984,PROD0123,5,5231.57,6
ITEM00242,ORD00177,PROD0041,1,7520.58,52
ITEM00243,ORD00885,PROD0424,1,39913.04,63
ITEM00244,ORD00658,PROD0050,1,42499.13,57
ITEM00245,ORD00925,PROD0221,5,31390.58,94
ITEM00246,ORD00012,PROD0257,4,159.21,82
ITEM00247,ORD00818,PROD0376,4,33138.24,23
ITEM00248,ORD00229,PROD0086,5,18792.58,81
ITEM00249,ORD00037,PROD0391,3,10890.85,57
ITEM00250,ORD00864,PROD0073,4,7522.37,5
ITEM00251,ORD00395,PROD0463,4,8366.21,51
ITEM00252,ORD00171,PROD0028,2,8713.95,13
ITEM00253,ORD00182,PROD0439,5,857.48,36
ITEM00254,ORD00379,PROD0064,5,1429.56,62
ITEM00255,ORD00771,PROD0246,2,45215.24,40
ITEM00256,ORD00651,PROD0429,3,29543.9,97
ITEM00257,ORD00215,PROD0257,5,41635.15,2
ITEM00258,ORD00201,PROD0017,4,22426.96,46
ITEM00259,ORD00643,PROD0434,2,45676.15,83
ITEM00260,ORD00790,PROD0043,4,11003.07,6
ITEM00261,ORD00802,PROD0218,2,42674.81,4
ITEM00262,ORD00444,PROD0295,4,24626.89,11
ITEM00263,ORD00328,PROD0407,3,13536.69,63
ITEM00264,ORD00184,PROD0476,3,22547.87,97
ITEM00265,ORD00591,PROD0262,5,49179.66,77
ITEM00266,ORD00355,PROD0042,3,28621.7,15
ITEM00267,ORD00626,PROD0451,3,7267.54,19
ITEM00268,ORD00002,PROD0246,5,21092.03,42
ITEM00269,ORD00798,PROD0019,2,2868.74,53
ITEM00270,ORD00665,PROD0029,4,42153.13,79
ITEM00271,ORD00126,PROD0219,3,12615.63,94
ITEM00272,ORD00864,PROD0421,1,4898.76,83
ITEM00273,ORD00369,PROD0478,2,17581.87,10
ITEM00274,ORD00856,PROD0415,3,33277.3,13
ITEM00275,ORD00610,PROD0109,4,30582.18,47
ITEM00276,ORD00623,PROD0392,3,46162.87,70
ITEM00277,ORD00706,PROD0130,4,40498.43,7
ITEM00278,ORD00642,PROD0230,2,9029.39,21
ITEM00279,ORD00264,PROD0231,5,4427.68,12
ITEM00280,ORD00180,PROD0403,5,2773.69,99
ITEM00281,ORD00523,PROD0181,5,30867.34,71
ITEM00282,ORD00592,PROD0248,5,32751.51,52
ITEM00283,ORD00052,PROD0398,5,5344.58,96
ITEM00284,ORD00498,PROD0362,4,24107.81,10
ITEM00285,ORD00884,PROD0345,2,45648.9,25
ITEM00286,ORD00551,PROD0181,5,19582.1,55
ITEM00287,ORD00176,PROD0197,5,42399.82,82
ITEM00288,ORD00350,PROD0088,1,35789.34,38
ITEM00289,ORD00547,PROD0193,2,30178.01,35
ITEM00290,ORD00508,PROD0057,4,11119.87,36
ITEM00291,ORD00104,PROD0164,5,5144.37,32
ITEM00292,ORD00677,PROD0010,2,402.54,18
ITEM00293,ORD00997,PROD0434,-1,20612.7,29
ITEM00294,ORD00273,PROD0344,3,18552.85,43
ITEM00295,ORD00104,PROD0347,3,5061.6,61
ITEM00296,ORD00956,PROD0192,1,39191.31,42
ITEM00297,ORD00441,PROD0482,5,10540.3,79
ITEM00298,ORD00523,PROD0444,1,40704.05,90
ITEM00299,ORD00872,PROD0318,3,18203.88,68
ITEM00300,ORD00847,PROD0234,5,4480.86,44
ITEM00301,ORD00912,PROD0037,1,32169.37,58
ITEM00302,ORD00815,PROD0147,4,2648.85,38
ITEM00303,ORD00610,PROD0198,5,44269.23,7
ITEM00304,ORD00651,PROD0116,3,40140.44,52
ITEM00305,ORD00350,PROD0321,3,40380.94,65
ITEM00306,ORD00541,PROD0115,4,40510.92,2
ITEM00307,ORD00884,PROD0216,3,5189.56,18
ITEM00308,ORD00195,PROD0332,-3,6950.85,39
ITEM00309,ORD00139,PROD0263,2,29738.42,55
ITEM00310,ORD00031,PROD0023,4,43677.83,61
ITEM00311,ORD00079,PROD0218,4,19017.65,28
ITEM00312,ORD00150,PROD0466,1,18545.95,11
ITEM00313,ORD00293,PROD0343,-2,3446.35,80
ITEM00314,ORD00459,PROD0441,5,30479.14,90
ITEM00315,ORD00496,PROD0435,2,9104.72,48
ITEM00316,ORD00705,PROD0461,1,30592.75,62
ITEM00317,ORD00500,PROD0254,1,48311.32,4
ITEM00318,ORD00905,PROD0350,1,16896.75,33
ITEM00319,ORD00035,PROD0266,2,34184.02,57
ITEM00320,ORD00726,PROD0235,4,40009.44,70
ITEM00321,ORD00092,PROD0493,2,13339.52,28
ITEM00322,ORD00143,PROD0422,3,6339.44,78
ITEM00323,ORD00089,PROD0461,3,44560.57,38
ITEM00324,ORD00605,PROD0214,3,5493.19,22
ITEM00325,ORD00231,PROD0370,2,20848.6,34
ITEM00326,ORD00738,PROD0018,4,29602.22,80
ITEM00327,ORD00570,PROD0216,1,28329.54,73
ITEM00328,ORD00019,PROD0225,3,24340.96,90
ITEM00329,ORD00626,PROD0006,-2,41307.91,21
ITEM00330,ORD00965,PROD0012,3,28518.46,13
ITEM00331,ORD00399,PROD0042,5,46148.6,37
ITEM00332,ORD00239,PROD0221,5,9997.24,23
ITEM00333,ORD00199,PROD0500,4,42496.09,67
ITEM00334,ORD00870,PROD0366,4,16773.81,51
ITEM00335,ORD00103,PROD0182,1,7901.98,1
ITEM00336,ORD00562,PROD0214,3,4736.65,25
ITEM00337,ORD00286,PROD0423,1,44148.23,18
ITEM00338,ORD00786,PROD0008,3,40614.01,91
ITEM00339,ORD00753,PROD0187,3,8041.06,49
ITEM00340,ORD00111,PROD0305,3,43216.48,5
ITEM00341,ORD00828,PROD0059,3,42350.57,43
ITEM00342,ORD00612,PROD0127,3,25830.48,9
ITEM00343,ORD00127,PROD0108,3,12798.89,75
ITEM00344,ORD00282,PROD0092,3,40744.41,29
ITEM00345,ORD00591,PROD0372,4,45488.51,34
ITEM00346,ORD00151,PROD0330,3,3251.56,68
ITEM00347,ORD00373,PROD0056,2,32028.3,1
ITEM00348,ORD00833,PROD0286,1,32194.96,12
ITEM00349,ORD00238,PROD0482,4,4580.3,82
ITEM00350,ORD00706,PROD0198,4,19023.86,61
ITEM00351,ORD00216,PROD0487,5,35499.15,44
ITEM00352,ORD00437,PROD0493,3,35949.55,52
ITEM00353,ORD00420,PROD0188,3,43742.61,8
ITEM00354,ORD00837,PROD0301,5,8891.41,86
ITEM00355,ORD00662,PROD0099,5,430.87,81
ITEM00356,ORD00018,PROD0041,4,33448.63,96
ITEM00357,ORD00351,PROD0374,1,39681.72,48
ITEM00358,ORD00086,PROD0411,4,1113.19,8
ITEM00359,ORD00005,PROD0311,3,24614.37,21
ITEM00360,ORD00960,PROD0458,5,47499.49,6
ITEM00361,ORD00752,PROD0291,5,34159.59,87
ITEM00362,ORD00292,PROD0246,-1,42738.97,87
ITEM00363,ORD00632,PROD0078,1,49007.3,66
ITEM00364,ORD00513,PROD0262,3,11981.17,43
ITEM00365,ORD00517,PROD0472,4,8303.0,95
ITEM00366,ORD00298,PROD0392,2,37346.26,45
ITEM00367,ORD00474,PROD0355,4,17755.82,99
ITEM00368,ORD00489,PROD0235,3,31259.05,5
ITEM00369,ORD00376,PROD0371,4,44980.71,8
ITEM00370,ORD00284,PROD0095,5,44454.35,5
ITEM00371,ORD00411,PROD0112,2,1698.94,100
ITEM00372,ORD00946,PROD0281,2,38677.58,15
ITEM00373,ORD00683,PROD0109,4,33889.9,75
ITEM00374,ORD00919,PROD0189,5,46538.01,62
ITEM00375,ORD00803,PROD0452,-3,13973.66,10
ITEM00376,ORD00974,PROD0481,2,43986.64,27
ITEM00377,ORD00749,PROD0146,5,32706.32,53
ITEM00378,ORD00592,PROD0390,2,49830.25,56
ITEM00379,ORD00015,PROD0494,5,22827.12,66
ITEM00380,ORD00494,PROD0124,4,32850.46,67
ITEM00381,ORD00182,PROD0126,3,11805.53,57
ITEM00382,ORD00984,PROD0028,5,36879.87,64
ITEM00383,ORD00549,PROD0232,-3,7003.91,29
ITEM00384,ORD00865,PROD0226,-1,11260.27,91
ITEM00385,ORD00795,PROD0107,3,32392.32,27
ITEM00386,ORD00942,PROD0093,1,7448.71,75
ITEM00387,ORD00938,PROD0036,4,48138.49,52
ITEM00388,ORD00273,PROD0304,5,37706.64,4
ITEM00389,ORD00500,PROD0436,4,42724.99,64
ITEM00390,ORD00601,PROD0101,1,21405.35,5
ITEM00391,ORD00040,PROD0234,5,12123.05,90
ITEM00392,ORD00834,PROD0178,2,28585.56,4
ITEM00393,ORD00408,PROD0305,3,21963.19,69
ITEM00394,ORD00468,PROD0298,3,24565.5,81
ITEM00395,ORD00586,PROD0127,3,42693.29,37
ITEM00396,ORD00747,PROD0112,3,32606.03,54
ITEM00397,ORD00765,PROD0166,5,44499.03,63
ITEM00398,ORD00533,PROD0085,4,31046.98,13
ITEM00399,ORD00235,PROD0325,4,8102.74,96
ITEM00400,ORD00583,PROD0343,4,166.73,92
ITEM00401,ORD00256,PROD0329,1,1652.51,23
ITEM00402,ORD00021,PROD0241,1,19358.57,49
ITEM00403,ORD00625,PROD0136,1,5568.25,54
ITEM00404,ORD00128,PROD0292,5,17645.91,46
ITEM00405,ORD00482,PROD0175,2,21335.66,43
ITEM00406,ORD00042,PROD0473,1,27917.66,65
ITEM00407,ORD00945,PROD0282,5,10057.22,22
ITEM00408,ORD00506,PROD0242,2,15579.25,97
ITEM00409,ORD00301,PROD0050,5,23034.56,74
ITEM00410,ORD00057,PROD0497,4,8954.41,80
ITEM00411,ORD00429,PROD0146,3,3976.27,100
ITEM00412,ORD00143,PROD0267,3,5645.82,81
ITEM00413,ORD00404,PROD0157,3,28749.78,73
ITEM00414,ORD00544,PROD0311,3,10152.96,84
ITEM00415,ORD00338,PROD0114,4,729.57,5
ITEM00416,ORD00744,PROD0099,3,4989.08,37
ITEM00417,ORD00721,PROD0216,4,45173.99,6
ITEM00418,ORD00234,PROD0334,-1,21313.68,41
ITEM00419,ORD00321,PROD0298,1,25770.29,27
ITEM00420,ORD00436,PROD0175,5,34093.25,98
ITEM00421,ORD00742,PROD0289,2,26482.35,59
ITEM00422,ORD00353,PROD0413,3,12877.65,48
ITEM00423,ORD00131,PROD0019,4,43066.24,37
ITEM00424,ORD00319,PROD0313,4,46234.52,18
ITEM00425,ORD00189,PROD0479,-2,41734.13,55
ITEM00426,ORD00007,PROD0151,5,14327.43,12
ITEM00427,ORD00667,PROD0161,4,36970.84,43
ITEM00428,ORD00514,PROD0273,2,22337.6,23
ITEM00429,ORD00393,PROD0320,3,40740.45,96
ITEM00430,ORD00374,PROD0360,1,19465.78,81
ITEM00431,ORD00895,PROD0462,3,40766.37,45
ITEM00432,ORD00652,PROD0266,3,24649.29,85
ITEM00433,ORD00467,PROD0463,4,37894.79,68
ITEM00434,ORD00695,PROD0359,1,4764.56,72
ITEM00435,ORD00270,PROD0465,2,39217.18,29
ITEM00436,ORD00634,PROD0258,5,47371.01,74
ITEM00437,ORD00884,PROD0144,2,37979.87,72
ITEM00438,ORD00659,PROD0069,-2,32074.95,69
ITEM00439,ORD00736,PROD0152,2,43646.86,78
ITEM00440,ORD01000,PROD0188,1,40885.63,13
ITEM00441,ORD00726,PROD0029,2,47450.45,44
ITEM00442,ORD00711,PROD0459,1,31893.77,9
ITEM00443,ORD00926,PROD0122,4,40876.95,78
ITEM00444,ORD00863,PROD0406,4,11568.74,95
ITEM00445,ORD00700,PROD0325,4,19709.65,91
ITEM00446,ORD00086,PROD0018,3,37020.72,86
ITEM00447,ORD00303,PROD0340,3,19616.81,29
ITEM00448,ORD00660,PROD0396,3,37548.11,66
ITEM00449,ORD00688,PROD0197,4,13456.84,82
ITEM00450,ORD00793,PROD0053,-1,29438.76,50
ITEM00451,ORD00983,PROD0169,1,1723.3,12
ITEM00452,ORD00646,PROD0363,5,5153.27,11
ITEM00453,ORD00431,PROD0356,4,25885.38,20
ITEM00454,ORD00947,PROD0365,1,42167.77,0
ITEM00455,ORD00145,PROD0064,3,28314.64,88
ITEM00456,ORD00149,PROD0201,4,27665.5,50
ITEM00457,ORD00123,PROD0085,3,41217.46,62
ITEM00458,ORD00003,PROD0125,4,29533.43,90
ITEM00459,ORD00470,PROD0194,2,32578.06,79
ITEM00460,ORD00836,PROD0367,2,3527.39,100
ITEM00461,ORD00022,PROD0042,4,18451.7,15
ITEM00462,ORD00202,PROD0058,5,24885.22,82
ITEM00463,ORD00317,PROD0104,3,18606.36,43
ITEM00464,ORD00324,PROD0416,2,30488.08,25
ITEM00465,ORD00652,PROD0138,1,47018.11,14
ITEM00466,ORD00635,PROD0127,1,35693.63,13
ITEM00467,ORD00412,PROD0123,2,26618.73,5
ITEM00468,ORD00025,PROD0482,2,2866.9,42
ITEM00469,ORD00159,PROD0235,3,41457.67,42
ITEM00470,ORD00733,PROD0330,4,40792.42,96
ITEM00471,ORD00006,PROD0116,3,19749.86,52
ITEM00472,ORD00964,PROD0197,2,7011.37,63
ITEM00473,ORD00901,PROD0271,5,33101.23,25
ITEM00474,ORD00052,PROD0259,2,23513.4,45
ITEM00475,ORD00459,PROD0146,4,23533.9,59
ITEM00476,ORD00029,PROD0370,2,30469.23,32
ITEM00477,ORD00487,PROD0434,3,26538.85,83
ITEM00478,ORD00487,PROD0242,2,24231.42,75
ITEM00479,ORD00290,PROD0441,1,9818.33,5
ITEM00480,ORD00994,PROD0225,2,8816.43,83
ITEM00481,ORD00676,PROD0301,3,25380.89,33
ITEM00482,ORD00913,PROD0043,4,12955.36,57
ITEM00483,ORD00808,PROD0160,1,18932.24,76
ITEM00484,ORD00976,PROD0017,2,26853.31,20
ITEM00485,ORD00233,PROD0296,1,18439.07,70
ITEM00486,ORD00879,PROD0071,5,7671.17,63
ITEM00487,ORD00291,PROD0011,4,24270.07,42
ITEM00488,ORD00021,PROD0252,2,8437.72,28
ITEM00489,ORD00133,PROD0254,1,40543.64,89
ITEM00490,ORD00521,PROD0209,2,49901.36,63
ITEM00491,ORD00246,PROD0122,1,6345.02,79
ITEM00492,ORD00501,PROD0246,3,22062.46,14
ITEM00493,ORD00926,PROD0087,4,26294.86,50
ITEM00494,ORD00480,PROD0115,5,22059.67,39
ITEM00495,ORD00056,PROD0227,3,8759.62,36
ITEM00496,ORD00648,PROD0200,4,3563.13,76
ITEM00497,ORD00694,PROD0413,1,23789.98,12
